purchase_order_id,supplier_id,product_id,order_date,expected_delivery_date,quantity_ordered,unit_cost,purchase_order_status
PO000689,SUP00035,PROD00337,2025-05-10,2025-05-13,78,105.76,Received
PO000690,SUP00003,PROD00165,2025-12-26,2026-01-30,345,6.67,In Transit
PO000691,SUP00001,PROD00376,2025-08-17,2025-09-22,481,54.85,Received
PO000692,SUP00028,PROD00173,2025-01-07,2025-02-02,838,23.74,Received
PO000693,SUP00019,PROD00204,2026-05-14,2026-07-12,824,77.04,Received
PO000694,SUP00020,PROD00030,2026-03-29,2026-05-21,674,67.27,Received
PO000695,SUP00019,PROD00436,2025-11-17,2026-01-15,524,25.77,In Transit
PO000696,SUP00007,PROD00311,2026-05-31,2026-07-13,591,20.86,Received
PO000697,SUP00006,PROD00458,2025-10-30,2025-12-17,553,95.79,Received
PO000698,SUP00007,PROD00474,2025-02-19,2025-04-03,681,30.16,Received
PO000699,SUP00009,PROD00135,2026-07-25,2026-09-02,596,34.12,In Transit
PO000700,SUP00011,PROD00083,2025-09-10,2025-10-21,343,95.92,Received
PO000701,SUP00014,PROD00197,2025-02-09,2025-04-06,916,82.63,Received
PO000702,SUP00019,PROD00303,2026-06-30,2026-08-28,80,110.75,Received
PO000703,SUP00029,PROD00393,2025-01-16,2025-02-14,349,83.05,Received
PO000704,SUP00024,PROD00365,2026-02-09,2026-03-15,679,26.95,Received
PO000705,SUP00036,PROD00017,2025-06-05,2025-06-13,989,5.45,In Transit
PO000706,SUP00020,PROD00241,2026-06-22,2026-08-14,813,68.68,Received
PO000707,SUP00010,PROD00042,2025-02-02,2025-03-22,807,37.62,Received
PO000708,SUP00031,PROD00266,2025-12-10,2026-01-11,318,107.04,Received
PO000709,SUP00006,PROD00481,2026-05-26,2026-07-13,699,100.19,Received
PO000710,SUP00023,PROD00242,2025-01-08,2025-02-05,189,72.81,Received
PO000711,SUP00032,PROD00387,2025-05-11,2025-06-13,376,19.4,Received
PO000712,SUP00002,PROD00028,2025-10-27,2025-12-19,237,19.07,Received
PO000713,SUP00029,PROD00281,2025-06-03,2025-07-02,555,16.69,Received
PO000714,SUP00029,PROD00274,2026-01-25,2026-02-23,407,116.04,Received
PO000715,SUP00004,PROD00174,2026-05-16,2026-07-01,950,101.09,In Transit
PO000716,SUP00040,PROD00065,2025-01-28,2025-02-04,289,40.42,Received
PO000717,SUP00009,PROD00262,2025-10-20,2025-11-28,933,50.87,Received
PO000718,SUP00031,PROD00464,2026-02-23,2026-03-27,230,91.99,Received
PO000719,SUP00013,PROD00422,2025-01-04,2025-02-08,632,75.77,Received
PO000720,SUP00008,PROD00169,2026-03-01,2026-04-19,253,109.98,Received
PO000721,SUP00007,PROD00311,2025-05-07,2025-06-19,25,20.86,Received
PO000722,SUP00015,PROD00143,2026-06-18,2026-08-14,83,64.12,In Transit
PO000723,SUP00028,PROD00395,2025-08-09,2025-09-04,521,52.64,Received
PO000724,SUP00027,PROD00285,2025-01-14,2025-02-23,404,113.07,Received
PO000725,SUP00039,PROD00050,2025-10-03,2025-10-08,810,41.44,Received
PO000726,SUP00022,PROD00413,2025-02-28,2025-03-31,747,29.36,Received
PO000727,SUP00004,PROD00306,2025-10-16,2025-12-01,134,93.92,Received
PO000728,SUP00036,PROD00264,2025-05-14,2025-05-22,125,76.58,In Transit
PO000729,SUP00003,PROD00246,2025-02-17,2025-03-24,309,43.68,In Transit
PO000730,SUP00004,PROD00456,2026-05-30,2026-07-15,478,89.96,In Transit
PO000731,SUP00029,PROD00281,2026-06-12,2026-07-11,146,16.69,Received
PO000732,SUP00038,PROD00448,2025-11-07,2025-11-13,955,31.6,Received
PO000733,SUP00008,PROD00069,2025-05-10,2025-06-28,994,99.18,Received
PO000734,SUP00019,PROD00467,2026-07-24,2026-09-21,804,32.21,In Transit
PO000735,SUP00025,PROD00260,2025-12-13,2026-01-20,596,116.38,Received
PO000736,SUP00029,PROD00418,2026-05-01,2026-05-30,665,64.11,In Transit
PO000737,SUP00016,PROD00109,2026-02-28,2026-04-19,265,63.48,Received
PO000738,SUP00009,PROD00135,2026-05-01,2026-06-09,896,34.12,In Transit
PO000739,SUP00023,PROD00155,2025-01-03,2025-01-31,860,2.98,Received
PO000740,SUP00008,PROD00248,2025-02-12,2025-04-02,237,15.43,Received
PO000741,SUP00025,PROD00348,2026-02-02,2026-03-12,338,66.3,In Transit
PO000742,SUP00009,PROD00262,2025-01-04,2025-02-12,630,50.87,In Transit
PO000743,SUP00015,PROD00134,2025-06-09,2025-08-05,42,13.23,Received
PO000744,SUP00020,PROD00241,2025-11-27,2026-01-19,196,68.68,Received
PO000745,SUP00002,PROD00027,2025-09-11,2025-11-03,777,36.11,Received
PO000746,SUP00009,PROD00160,2026-01-09,2026-02-17,661,107.39,In Transit
PO000747,SUP00036,PROD00017,2026-02-27,2026-03-07,163,5.45,Cancelled
PO000748,SUP00006,PROD00167,2025-10-31,2025-12-18,791,113.33,Received
PO000749,SUP00029,PROD00393,2025-09-04,2025-10-03,983,83.05,Received
PO000750,SUP00038,PROD00354,2025-08-12,2025-08-18,791,79.11,Received
PO000751,SUP00014,PROD00389,2025-02-02,2025-03-30,489,20.88,Received
PO000752,SUP00037,PROD00092,2025-01-10,2025-01-16,493,75.09,In Transit
PO000753,SUP00009,PROD00127,2025-03-03,2025-04-11,523,71.25,Received
PO000754,SUP00032,PROD00053,2025-09-11,2025-10-14,394,7.39,Cancelled
PO000755,SUP00025,PROD00385,2026-03-12,2026-04-19,695,54.67,Received
PO000756,SUP00037,PROD00305,2025-08-05,2025-08-11,312,17.13,In Transit
PO000757,SUP00032,PROD00428,2025-05-28,2025-06-30,172,50.97,Received
PO000758,SUP00032,PROD00146,2025-05-11,2025-06-13,476,119.82,Received
PO000759,SUP00018,PROD00243,2025-11-18,2025-12-26,638,85.88,Cancelled
PO000760,SUP00038,PROD00354,2026-05-28,2026-06-03,635,79.11,In Transit
PO000761,SUP00026,PROD00231,2025-01-23,2025-02-17,828,19.42,Received
PO000762,SUP00010,PROD00088,2025-10-09,2025-11-26,931,21.56,Received
PO000763,SUP00017,PROD00426,2026-06-27,2026-08-22,624,61.07,Received
PO000764,SUP00039,PROD00116,2026-04-17,2026-04-22,138,17.71,Received
PO000765,SUP00012,PROD00438,2026-05-23,2026-07-04,484,29.08,In Transit
PO000766,SUP00013,PROD00372,2025-10-01,2025-11-05,165,68.94,Received
PO000767,SUP00038,PROD00354,2026-05-27,2026-06-02,342,79.11,Received
PO000768,SUP00037,PROD00383,2026-04-28,2026-05-04,117,11.61,Received
PO000769,SUP00013,PROD00335,2025-06-16,2025-07-21,389,116.36,Received
PO000770,SUP00038,PROD00354,2026-01-29,2026-02-04,991,79.11,In Transit
PO000771,SUP00025,PROD00080,2025-06-02,2025-07-10,397,40.12,Received
PO000772,SUP00038,PROD00193,2025-08-31,2025-09-06,815,58.58,Received
PO000773,SUP00027,PROD00063,2025-12-21,2026-01-30,661,83.07,In Transit
PO000774,SUP00004,PROD00330,2025-03-02,2025-04-17,548,49.9,Received
PO000775,SUP00015,PROD00089,2026-07-21,2026-09-16,698,62.91,Cancelled
PO000776,SUP00032,PROD00146,2025-10-31,2025-12-03,286,119.82,Received
PO000777,SUP00005,PROD00496,2026-01-01,2026-02-18,858,85.41,Received
PO000778,SUP00021,PROD00020,2025-03-14,2025-04-11,401,46.64,Received
PO000779,SUP00025,PROD00473,2026-04-30,2026-06-07,122,43.16,Received
PO000780,SUP00029,PROD00393,2025-04-12,2025-05-11,204,83.05,In Transit
PO000781,SUP00029,PROD00183,2026-06-25,2026-07-24,193,72.05,Received
PO000782,SUP00003,PROD00254,2025-05-11,2025-06-15,193,25.18,Received
PO000783,SUP00011,PROD00327,2025-12-18,2026-01-28,493,117.3,Received
PO000784,SUP00022,PROD00124,2025-07-15,2025-08-15,714,32.58,In Transit
PO000785,SUP00007,PROD00371,2026-02-21,2026-04-05,34,75.2,Received
PO000786,SUP00032,PROD00466,2026-05-26,2026-06-28,789,43.75,Received
PO000787,SUP00006,PROD00113,2025-08-14,2025-10-01,555,56.91,Received
PO000788,SUP00017,PROD00189,2025-01-10,2025-03-07,689,8.19,Received
PO000789,SUP00018,PROD00062,2026-04-13,2026-05-21,641,2.83,Received
PO000790,SUP00040,PROD00054,2026-04-18,2026-04-25,646,119.87,Received
PO000791,SUP00006,PROD00491,2026-07-12,2026-08-29,688,40.56,Cancelled
PO000792,SUP00011,PROD00083,2026-04-13,2026-05-24,403,95.92,Received
PO000793,SUP00028,PROD00427,2025-03-24,2025-04-19,706,96.22,Received
PO000794,SUP00032,PROD00279,2025-05-04,2025-06-06,312,24.11,In Transit
PO000795,SUP00010,PROD00082,2025-06-04,2025-07-22,282,91.06,Received
PO000796,SUP00029,PROD00182,2026-02-27,2026-03-28,916,44.65,In Transit
PO000797,SUP00022,PROD00271,2025-10-03,2025-11-03,855,117.4,Received
PO000798,SUP00011,PROD00327,2025-06-01,2025-07-12,613,117.3,Received
PO000799,SUP00039,PROD00342,2025-10-28,2025-11-02,771,93.19,Received
PO000800,SUP00025,PROD00374,2025-05-18,2025-06-25,981,7.02,In Transit
PO000801,SUP00026,PROD00052,2025-01-30,2025-02-24,730,26.45,Received
PO000802,SUP00010,PROD00082,2025-04-18,2025-06-05,174,91.06,Received
PO000803,SUP00012,PROD00309,2025-03-10,2025-04-21,138,24.49,Received
PO000804,SUP00008,PROD00390,2025-01-10,2025-02-28,83,84.33,Received
PO000805,SUP00001,PROD00059,2025-07-17,2025-08-22,232,29.89,Received
PO000806,SUP00039,PROD00103,2025-08-29,2025-09-03,500,24.71,Received
PO000807,SUP00039,PROD00319,2025-12-31,2026-01-05,182,24.36,Received
PO000808,SUP00038,PROD00448,2025-03-18,2025-03-24,943,31.6,Received
PO000809,SUP00039,PROD00041,2026-05-21,2026-05-26,856,11.05,Received
PO000810,SUP00015,PROD00362,2025-09-05,2025-11-01,272,62.8,Received
PO000811,SUP00009,PROD00102,2025-05-14,2025-06-22,844,83.97,Received
PO000812,SUP00024,PROD00430,2025-09-05,2025-10-09,260,60.46,Received
PO000813,SUP00031,PROD00118,2026-04-19,2026-05-21,766,50.99,Received
PO000814,SUP00006,PROD00481,2025-02-06,2025-03-26,897,100.19,Cancelled
PO000815,SUP00019,PROD00467,2025-01-01,2025-03-01,862,32.21,Received
PO000816,SUP00009,PROD00044,2025-10-23,2025-12-01,161,85.11,Received
PO000817,SUP00033,PROD00184,2026-05-16,2026-05-18,388,72.08,Received
PO000818,SUP00037,PROD00092,2025-01-15,2025-01-21,129,75.09,Received
PO000819,SUP00010,PROD00101,2025-09-08,2025-10-26,48,119.35,In Transit
PO000820,SUP00009,PROD00127,2025-05-01,2025-06-09,515,71.25,Received
PO000821,SUP00032,PROD00157,2025-11-05,2025-12-08,183,10.04,Received
PO000822,SUP00009,PROD00457,2026-02-01,2026-03-12,56,110.24,Received
PO000823,SUP00023,PROD00098,2025-01-19,2025-02-16,603,65.43,Received
PO000824,SUP00040,PROD00087,2026-05-15,2026-05-22,961,69.7,Received
PO000825,SUP00020,PROD00282,2026-02-26,2026-04-20,254,11.64,Received
PO000826,SUP00026,PROD00364,2026-03-18,2026-04-12,534,70.53,Received
PO000827,SUP00003,PROD00194,2025-05-23,2025-06-27,710,79.58,In Transit
PO000828,SUP00031,PROD00008,2025-11-29,2025-12-31,523,82.27,Received
PO000829,SUP00004,PROD00174,2025-02-26,2025-04-13,553,101.09,Received
PO000830,SUP00026,PROD00344,2026-03-14,2026-04-08,316,42.74,Received
PO000831,SUP00020,PROD00115,2025-11-05,2025-12-28,667,93.81,Received
PO000832,SUP00036,PROD00264,2026-03-24,2026-04-01,869,76.58,Received
PO000833,SUP00015,PROD00143,2026-01-30,2026-03-28,510,64.12,Received
PO000834,SUP00029,PROD00307,2025-02-24,2025-03-25,330,115.49,In Transit
PO000835,SUP00014,PROD00090,2025-12-11,2026-02-05,474,65.54,Received
PO000836,SUP00017,PROD00081,2026-05-28,2026-07-23,795,81.15,In Transit
PO000837,SUP00003,PROD00091,2026-07-12,2026-08-16,998,35.39,In Transit
PO000838,SUP00010,PROD00225,2026-06-29,2026-08-16,185,67.86,Received
PO000839,SUP00030,PROD00326,2025-05-31,2025-06-30,964,87.14,Received
PO000840,SUP00019,PROD00361,2026-07-19,2026-09-16,229,41.12,Received
PO000841,SUP00031,PROD00095,2026-04-17,2026-05-19,377,110.22,In Transit
PO000842,SUP00032,PROD00339,2025-05-17,2025-06-19,631,104.7,Received
PO000843,SUP00021,PROD00020,2025-08-11,2025-09-08,109,46.64,In Transit
PO000844,SUP00014,PROD00090,2025-01-28,2025-03-25,985,65.54,Received
PO000845,SUP00006,PROD00180,2025-03-28,2025-05-15,632,44.98,In Transit
PO000846,SUP00020,PROD00282,2025-05-13,2025-07-05,635,11.64,Received
PO000847,SUP00034,PROD00408,2026-04-16,2026-04-18,178,16.36,Received
PO000848,SUP00028,PROD00461,2026-03-28,2026-04-23,505,26.16,Received
PO000849,SUP00001,PROD00014,2026-01-28,2026-03-05,78,101.63,Received
PO000850,SUP00022,PROD00100,2025-01-09,2025-02-09,40,76.08,Received
PO000851,SUP00035,PROD00381,2026-05-25,2026-05-28,66,41.86,Received
PO000852,SUP00002,PROD00028,2025-04-01,2025-05-24,234,19.07,In Transit
PO000853,SUP00019,PROD00263,2025-08-03,2025-10-01,41,19.29,Received
PO000854,SUP00013,PROD00372,2026-03-17,2026-04-21,834,68.94,Received
PO000855,SUP00039,PROD00050,2026-03-03,2026-03-08,724,41.44,Cancelled
PO000856,SUP00026,PROD00185,2025-05-12,2025-06-06,273,21.74,Received
PO000857,SUP00039,PROD00116,2025-08-05,2025-08-10,428,17.71,Received
PO000858,SUP00039,PROD00338,2025-04-08,2025-04-13,35,103.48,Cancelled
PO000859,SUP00016,PROD00321,2026-01-18,2026-03-09,394,35.33,In Transit
PO000860,SUP00010,PROD00308,2025-12-14,2026-01-31,531,6.64,Received
PO000861,SUP00003,PROD00075,2025-05-23,2025-06-27,913,20.02,Cancelled
PO000862,SUP00030,PROD00137,2026-07-22,2026-08-21,787,20.2,Received
PO000863,SUP00008,PROD00248,2025-08-02,2025-09-20,539,15.43,Cancelled
PO000864,SUP00019,PROD00480,2025-05-30,2025-07-28,822,64.5,In Transit
PO000865,SUP00012,PROD00132,2025-11-29,2026-01-10,354,75.66,Received
PO000866,SUP00040,PROD00221,2025-03-11,2025-03-18,775,15.25,Received
PO000867,SUP00032,PROD00339,2025-04-20,2025-05-23,56,104.7,Received
PO000868,SUP00031,PROD00168,2025-01-04,2025-02-05,512,56.39,Received
PO000869,SUP00022,PROD00100,2026-01-15,2026-02-15,230,76.08,Received
PO000870,SUP00039,PROD00226,2026-02-26,2026-03-03,723,104.64,In Transit
PO000871,SUP00002,PROD00495,2026-03-13,2026-05-05,587,54.45,In Transit
PO000872,SUP00003,PROD00165,2025-04-12,2025-05-17,360,6.67,Received
PO000873,SUP00027,PROD00149,2026-06-22,2026-08-01,499,113.69,Received
PO000874,SUP00009,PROD00044,2025-02-15,2025-03-26,729,85.11,Received
PO000875,SUP00034,PROD00408,2025-12-12,2025-12-14,68,16.36,In Transit
PO000876,SUP00006,PROD00167,2025-04-13,2025-05-31,413,113.33,Received
PO000877,SUP00035,PROD00381,2025-04-17,2025-04-20,267,41.86,Received
PO000878,SUP00015,PROD00143,2026-06-10,2026-08-06,481,64.12,Received
PO000879,SUP00035,PROD00269,2025-05-25,2025-05-28,433,78.61,Received
PO000880,SUP00030,PROD00476,2025-06-02,2025-07-02,373,23.1,Received
PO000881,SUP00020,PROD00375,2025-11-06,2025-12-29,695,107.45,Received
PO000882,SUP00016,PROD00047,2025-03-10,2025-04-29,218,69.13,Received
PO000883,SUP00037,PROD00220,2026-04-03,2026-04-09,249,56.26,Received
PO000884,SUP00035,PROD00031,2026-05-14,2026-05-17,413,20.11,Cancelled
PO000885,SUP00007,PROD00245,2025-07-11,2025-08-23,265,62.66,Received
PO000886,SUP00020,PROD00241,2025-10-11,2025-12-03,150,68.68,Received
PO000887,SUP00022,PROD00253,2025-03-16,2025-04-16,587,12.72,Received
PO000888,SUP00033,PROD00317,2025-08-24,2025-08-26,416,108.02,Received
PO000889,SUP00012,PROD00132,2025-05-29,2025-07-10,182,75.66,Received
PO000890,SUP00040,PROD00313,2025-06-15,2025-06-22,927,57.58,Received
PO000891,SUP00006,PROD00458,2025-05-13,2025-06-30,490,95.79,Received
PO000892,SUP00016,PROD00051,2025-03-05,2025-04-24,942,34.94,Received
PO000893,SUP00020,PROD00333,2025-10-22,2025-12-14,309,105.32,Received
PO000894,SUP00018,PROD00324,2025-12-17,2026-01-24,608,119.9,Received
PO000895,SUP00024,PROD00117,2025-05-13,2025-06-16,265,97.57,Cancelled
PO000896,SUP00019,PROD00066,2025-01-18,2025-03-18,37,72.1,Received
PO000897,SUP00025,PROD00385,2025-02-14,2025-03-24,819,54.67,Received
PO000898,SUP00028,PROD00452,2025-08-23,2025-09-18,446,29.83,Cancelled
PO000899,SUP00017,PROD00224,2025-07-31,2025-09-25,56,51.76,In Transit
PO000900,SUP00016,PROD00110,2025-06-23,2025-08-12,425,38.98,In Transit
PO000901,SUP00012,PROD00132,2025-01-12,2025-02-23,828,75.66,Received
PO000902,SUP00007,PROD00015,2025-05-28,2025-07-10,702,59.5,Received
PO000903,SUP00028,PROD00013,2025-04-29,2025-05-25,264,31.44,In Transit
PO000904,SUP00007,PROD00072,2026-04-10,2026-05-23,795,21.1,Received
PO000905,SUP00011,PROD00289,2026-06-13,2026-07-24,544,10.53,Received
PO000906,SUP00016,PROD00287,2025-03-16,2025-05-05,289,92.82,In Transit
PO000907,SUP00008,PROD00318,2026-03-27,2026-05-15,929,84.03,In Transit
PO000908,SUP00001,PROD00147,2025-12-31,2026-02-05,329,77.82,Received
PO000909,SUP00040,PROD00329,2025-04-30,2025-05-07,42,11.94,Received
PO000910,SUP00004,PROD00330,2025-06-27,2025-08-12,570,49.9,Received
PO000911,SUP00039,PROD00076,2026-06-19,2026-06-24,737,93.93,Received
PO000912,SUP00019,PROD00467,2025-12-13,2026-02-10,823,32.21,Received
PO000913,SUP00024,PROD00166,2025-09-13,2025-10-17,994,89.62,Received
PO000914,SUP00032,PROD00405,2025-07-14,2025-08-16,339,53.12,Received
PO000915,SUP00005,PROD00294,2025-10-22,2025-12-09,144,37.38,Received
PO000916,SUP00035,PROD00493,2025-09-24,2025-09-27,561,53.9,Received
PO000917,SUP00038,PROD00199,2025-05-09,2025-05-15,251,45.13,Received
PO000918,SUP00027,PROD00469,2025-05-26,2025-07-05,595,29.54,Cancelled
PO000919,SUP00014,PROD00033,2025-11-23,2026-01-18,691,115.17,In Transit
PO000920,SUP00016,PROD00321,2025-07-30,2025-09-18,610,35.33,Cancelled
PO000921,SUP00014,PROD00090,2026-01-16,2026-03-13,615,65.54,Received
PO000922,SUP00003,PROD00268,2025-10-11,2025-11-15,362,88.14,Received
PO000923,SUP00009,PROD00435,2025-11-20,2025-12-29,981,17.84,Received
PO000924,SUP00019,PROD00467,2025-04-09,2025-06-07,341,32.21,In Transit
PO000925,SUP00014,PROD00396,2025-12-10,2026-02-04,140,56.43,Received
PO000926,SUP00033,PROD00085,2025-04-28,2025-04-30,995,92.8,Received
PO000927,SUP00033,PROD00070,2025-05-17,2025-05-19,162,92.79,Received
PO000928,SUP00022,PROD00433,2025-09-28,2025-10-29,547,66.7,Cancelled
PO000929,SUP00012,PROD00114,2025-02-02,2025-03-16,890,39.01,Received
PO000930,SUP00006,PROD00481,2026-04-12,2026-05-30,49,100.19,Received
PO000931,SUP00004,PROD00139,2025-02-09,2025-03-27,194,22.75,Received
PO000932,SUP00018,PROD00472,2025-12-12,2026-01-19,441,85.1,In Transit
PO000933,SUP00036,PROD00179,2025-01-08,2025-01-16,641,97.28,Received
PO000934,SUP00003,PROD00075,2026-01-16,2026-02-20,663,20.02,Received
PO000935,SUP00032,PROD00297,2026-02-08,2026-03-13,960,43.07,In Transit
PO000936,SUP00020,PROD00282,2026-07-05,2026-08-27,682,11.64,Received
PO000937,SUP00035,PROD00447,2025-07-31,2025-08-03,231,92.72,Cancelled
PO000938,SUP00016,PROD00109,2026-03-10,2026-04-29,575,63.48,Received
PO000939,SUP00010,PROD00082,2025-10-21,2025-12-08,415,91.06,Received
PO000940,SUP00040,PROD00221,2025-05-01,2025-05-08,83,15.25,In Transit
PO000941,SUP00020,PROD00347,2025-10-21,2025-12-13,416,54.96,Received
PO000942,SUP00031,PROD00203,2025-03-23,2025-04-24,39,38.68,Received
PO000943,SUP00002,PROD00028,2026-03-24,2026-05-16,132,19.07,Received
PO000944,SUP00036,PROD00201,2026-06-07,2026-06-15,209,77.04,Received
PO000945,SUP00033,PROD00332,2025-03-04,2025-03-06,124,42.21,Received
PO000946,SUP00024,PROD00365,2025-04-25,2025-05-29,134,26.95,Received
PO000947,SUP00012,PROD00367,2025-03-10,2025-04-21,54,93.45,Received
PO000948,SUP00037,PROD00032,2025-02-09,2025-02-15,751,24.19,Received
PO000949,SUP00033,PROD00500,2025-03-16,2025-03-18,347,5.13,Received
PO000950,SUP00002,PROD00060,2026-03-22,2026-05-14,994,28.14,Received
PO000951,SUP00022,PROD00284,2026-02-05,2026-03-08,343,49.6,In Transit
PO000952,SUP00019,PROD00436,2025-07-22,2025-09-19,996,25.77,Received
PO000953,SUP00036,PROD00264,2026-05-20,2026-05-28,624,76.58,Received
PO000954,SUP00040,PROD00087,2025-06-06,2025-06-13,802,69.7,Received
PO000955,SUP00011,PROD00133,2025-10-28,2025-12-08,593,8.02,Received
PO000956,SUP00004,PROD00330,2025-02-19,2025-04-06,515,49.9,Received
PO000957,SUP00019,PROD00361,2025-09-29,2025-11-27,73,41.12,Received
PO000958,SUP00028,PROD00173,2026-03-14,2026-04-09,647,23.74,Received
PO000959,SUP00001,PROD00014,2025-12-03,2026-01-08,887,101.63,Received
PO000960,SUP00028,PROD00452,2026-07-13,2026-08-08,585,29.83,Received
PO000961,SUP00039,PROD00116,2026-05-15,2026-05-20,192,17.71,Received
PO000962,SUP00020,PROD00241,2025-11-07,2025-12-30,136,68.68,Received
PO000963,SUP00018,PROD00062,2026-04-15,2026-05-23,634,2.83,Received
PO000964,SUP00003,PROD00144,2026-02-13,2026-03-20,205,69.23,Cancelled
PO000965,SUP00028,PROD00395,2026-02-23,2026-03-21,84,52.64,Received
PO000966,SUP00008,PROD00069,2025-03-13,2025-05-01,613,99.18,Received
PO000967,SUP00005,PROD00301,2026-03-05,2026-04-22,370,38.81,Received
PO000968,SUP00015,PROD00107,2026-07-12,2026-09-07,58,74.34,Received
PO000969,SUP00010,PROD00296,2026-05-20,2026-07-07,785,5.44,In Transit
PO000970,SUP00038,PROD00009,2026-01-14,2026-01-20,116,56.81,In Transit
PO000971,SUP00010,PROD00034,2026-04-05,2026-05-23,316,4.51,Received
PO000972,SUP00014,PROD00400,2025-03-29,2025-05-24,530,62.68,Received
PO000973,SUP00030,PROD00392,2025-11-03,2025-12-03,792,53.69,In Transit
PO000974,SUP00025,PROD00348,2025-03-01,2025-04-08,620,66.3,Cancelled
PO000975,SUP00036,PROD00017,2025-03-30,2025-04-07,450,5.45,Received
PO000976,SUP00013,PROD00398,2026-02-07,2026-03-14,209,77.47,Received
PO000977,SUP00025,PROD00473,2025-07-16,2025-08-23,306,43.16,In Transit
PO000978,SUP00006,PROD00113,2025-03-16,2025-05-03,213,56.91,Received
PO000979,SUP00031,PROD00203,2025-02-28,2025-04-01,976,38.68,Received
PO000980,SUP00007,PROD00462,2025-08-13,2025-09-25,723,92.41,Cancelled
PO000981,SUP00039,PROD00209,2026-06-26,2026-07-01,273,55.14,Received
PO000982,SUP00032,PROD00297,2025-06-10,2025-07-13,371,43.07,Received
PO000983,SUP00019,PROD00480,2025-08-22,2025-10-20,364,64.5,Received
PO000984,SUP00014,PROD00007,2026-02-21,2026-04-18,964,117.98,Cancelled
PO000985,SUP00016,PROD00051,2026-05-02,2026-06-21,917,34.94,In Transit
PO000986,SUP00001,PROD00147,2026-05-28,2026-07-03,809,77.82,Received
PO000987,SUP00016,PROD00109,2026-06-21,2026-08-10,687,63.48,Received
PO000988,SUP00024,PROD00038,2025-06-28,2025-08-01,643,38.59,In Transit
PO000989,SUP00010,PROD00105,2026-01-30,2026-03-19,876,68.47,Received
PO000990,SUP00024,PROD00038,2026-03-01,2026-04-04,448,38.59,Received
PO000991,SUP00032,PROD00410,2025-11-21,2025-12-24,673,78.81,Received
PO000992,SUP00027,PROD00099,2025-12-01,2026-01-10,673,10.55,Received
PO000993,SUP00033,PROD00070,2026-02-24,2026-02-26,694,92.79,Received
PO000994,SUP00022,PROD00253,2026-01-07,2026-02-07,473,12.72,In Transit
PO000995,SUP00033,PROD00200,2025-10-30,2025-11-01,555,51.64,In Transit
PO000996,SUP00023,PROD00213,2025-09-06,2025-10-04,585,45.71,In Transit
PO000997,SUP00025,PROD00260,2026-05-01,2026-06-08,772,116.38,Received
PO000998,SUP00017,PROD00093,2025-03-03,2025-04-28,385,47.1,Cancelled
PO000999,SUP00029,PROD00183,2026-06-29,2026-07-28,174,72.05,Received
PO001000,SUP00007,PROD00429,2025-01-20,2025-03-04,700,92.65,Received
PO001001,SUP00028,PROD00295,2025-09-19,2025-10-15,712,73.28,Received
PO001002,SUP00002,PROD00028,2026-03-05,2026-04-27,386,19.07,Received
PO001003,SUP00023,PROD00205,2025-05-30,2025-06-27,349,97.15,Cancelled
PO001004,SUP00010,PROD00296,2026-07-02,2026-08-19,93,5.44,Received
PO001005,SUP00031,PROD00095,2025-10-08,2025-11-09,645,110.22,Received
PO001006,SUP00019,PROD00263,2025-12-05,2026-02-02,685,19.29,In Transit
PO001007,SUP00031,PROD00168,2025-06-06,2025-07-08,614,56.39,In Transit
PO001008,SUP00037,PROD00128,2025-06-14,2025-06-20,93,104.87,Received
PO001009,SUP00035,PROD00493,2025-02-14,2025-02-17,89,53.9,Received
PO001010,SUP00036,PROD00201,2025-10-15,2025-10-23,437,77.04,Received
PO001011,SUP00007,PROD00311,2026-07-02,2026-08-14,106,20.86,Received
PO001012,SUP00022,PROD00025,2026-05-22,2026-06-22,60,107.98,In Transit
PO001013,SUP00016,PROD00109,2025-08-16,2025-10-05,829,63.48,Received
PO001014,SUP00012,PROD00416,2025-07-09,2025-08-20,402,68.25,Cancelled
PO001015,SUP00015,PROD00143,2025-07-01,2025-08-27,936,64.12,Received
PO001016,SUP00002,PROD00495,2025-05-21,2025-07-13,246,54.45,Received
PO001017,SUP00021,PROD00120,2025-06-03,2025-07-01,205,109.58,In Transit
PO001018,SUP00007,PROD00388,2025-07-12,2025-08-24,977,32.55,Received
PO001019,SUP00032,PROD00405,2025-09-27,2025-10-30,213,53.12,Received
PO001020,SUP00013,PROD00422,2026-05-19,2026-06-23,756,75.77,Received
PO001021,SUP00029,PROD00312,2025-11-26,2025-12-25,218,113.76,In Transit
PO001022,SUP00023,PROD00273,2025-09-26,2025-10-24,952,57.25,Received
PO001023,SUP00023,PROD00353,2025-11-23,2025-12-21,155,110.39,Received
PO001024,SUP00023,PROD00213,2026-04-14,2026-05-12,85,45.71,Received
PO001025,SUP00029,PROD00182,2026-01-28,2026-02-26,771,44.65,Received
PO001026,SUP00009,PROD00262,2025-12-17,2026-01-25,620,50.87,In Transit
PO001027,SUP00036,PROD00346,2025-03-06,2025-03-14,753,104.62,Received
PO001028,SUP00016,PROD00443,2026-04-15,2026-06-04,595,79.89,Received
PO001029,SUP00032,PROD00236,2025-05-15,2025-06-17,845,68.5,Received
PO001030,SUP00036,PROD00450,2025-07-09,2025-07-17,907,47.9,Received
PO001031,SUP00017,PROD00341,2025-01-28,2025-03-25,430,63.74,Received
