shipment_id,purchase_order_id,origin_country,destination_country,shipment_date,estimated_arrival_date,actual_arrival_date,shipping_method,freight_cost,import_duty,other_import_cost,shipment_status
SHIP000444,PO000867,India,UK,2025-04-23,2025-05-23,2025-05-23,Air Freight,4359.73,659.07,107.49,Delivered
SHIP000445,PO001552,China,UK,2025-03-09,2025-05-01,2025-05-08,Rail Freight,1075.31,1335.84,442.39,Delayed
SHIP000446,PO001183,India,UK,2025-09-15,2025-10-16,2025-10-17,Air Freight,2903.96,624.37,443.2,Delivered
SHIP000447,PO001251,India,UK,2025-11-12,2025-12-03,2025-12-04,Sea Freight,4703.0,876.38,471.44,Delayed
SHIP000448,PO000993,UK,UK,2026-03-03,2026-02-26,2026-02-26,Road Freight,4651.37,0.0,159.19,Delivered
SHIP000449,PO000745,China,UK,2025-09-15,2025-11-03,2025-11-03,Air Freight,4486.52,1184.09,420.7,Delivered
SHIP000450,PO001858,China,UK,2025-10-08,2025-11-20,2025-11-20,Sea Freight,2300.36,837.16,330.9,Delivered
SHIP000451,PO000209,China,UK,2025-05-15,2025-06-23,2025-06-26,Rail Freight,2809.7,500.28,362.28,Delivered
SHIP000452,PO000018,China,UK,2025-10-29,2025-12-02,2025-12-09,Sea Freight,1696.3,963.4,58.3,Delayed
SHIP000453,PO000280,India,UK,2026-03-27,2026-04-20,2026-04-20,Air Freight,4491.54,285.1,367.3,Delivered
SHIP000454,PO000638,UK,UK,2026-06-14,2026-06-13,2026-06-14,Road Freight,2226.98,0.0,315.14,Delayed
SHIP000455,PO001281,China,UK,2025-02-09,2025-04-02,2025-04-05,Rail Freight,4653.84,294.16,241.44,Delivered
SHIP000456,PO000936,China,UK,2026-07-09,2026-08-27,2026-08-27,Air Freight,3008.28,828.26,171.54,Delivered
SHIP000457,PO000540,India,UK,2026-06-19,2026-07-14,2026-07-14,Air Freight,4320.77,1345.64,284.88,Delivered
SHIP000458,PO000885,China,UK,2025-07-12,2025-08-23,2025-08-23,Air Freight,1681.16,442.64,124.25,Delivered
SHIP000459,PO000726,India,UK,2025-03-03,2025-03-31,2025-03-31,Air Freight,4286.18,355.71,287.32,Delivered
SHIP000460,PO000837,China,UK,2026-07-17,2026-08-16,2026-08-16,Rail Freight,2694.51,334.28,358.89,Delivered
SHIP000461,PO000960,India,UK,2026-07-18,2026-08-08,2026-08-11,Air Freight,3919.12,651.88,312.22,Delayed
SHIP000462,PO000849,China,UK,2026-01-30,2026-03-05,2026-03-06,Sea Freight,1997.41,1344.55,390.81,Delivered
SHIP000463,PO001394,China,UK,2025-08-07,2025-09-15,2025-09-22,Rail Freight,2651.94,158.33,475.17,Delivered
SHIP000464,PO000210,India,UK,2025-10-17,2025-11-11,2025-11-11,Sea Freight,1858.26,1434.53,333.53,Delivered
SHIP000465,PO001471,India,UK,2025-05-25,2025-06-24,2025-06-25,Air Freight,3086.62,273.89,73.0,Delayed
SHIP000466,PO001698,India,UK,2026-06-08,2026-07-05,2026-07-12,Air Freight,1013.84,1306.41,385.38,Delayed
SHIP000467,PO001805,China,UK,2026-07-28,2026-08-27,2026-08-28,Air Freight,461.55,903.23,345.86,Delivered
SHIP000468,PO001872,India,UK,2025-08-06,2025-09-01,2025-09-08,Sea Freight,1387.6,289.32,84.5,Delivered
SHIP000469,PO001132,India,UK,2025-11-15,2025-12-13,2025-12-13,Sea Freight,424.73,549.2,362.38,Delivered
SHIP000470,PO001101,UK,UK,2026-06-14,2026-06-16,2026-06-16,Road Freight,2131.75,0.0,403.58,Delivered
SHIP000471,PO001543,India,UK,2025-02-22,2025-03-17,2025-03-18,Air Freight,633.86,314.25,406.87,Delayed
SHIP000472,PO001703,India,UK,2026-04-26,2026-05-23,2026-05-26,Sea Freight,778.71,765.91,457.64,Delivered
SHIP000473,PO001116,China,UK,2026-02-25,2026-04-20,2026-04-20,Air Freight,1675.66,461.64,84.3,Delivered
SHIP000474,PO001319,India,UK,2026-06-21,2026-07-25,2026-07-25,Air Freight,4164.88,1293.16,472.49,Delivered
SHIP000475,PO000915,China,UK,2025-10-26,2025-12-09,2025-12-09,Rail Freight,829.44,913.15,366.94,Delivered
SHIP000476,PO001174,UK,UK,2025-12-01,2025-12-01,2025-12-01,Courier,115.22,0.0,307.99,Delivered
SHIP000477,PO001069,China,UK,2025-09-21,2025-10-31,2025-11-07,Air Freight,4687.83,321.75,102.4,Delivered
SHIP000478,PO000327,China,UK,2025-12-14,2026-02-10,2026-02-10,Air Freight,435.92,678.81,180.69,Delivered
SHIP000479,PO000062,China,UK,2025-01-11,2025-03-05,2025-03-05,Air Freight,1558.64,684.59,112.71,Delivered
SHIP000480,PO000629,China,UK,2025-02-16,2025-04-14,2025-04-21,Sea Freight,3810.53,370.61,214.54,Delayed
SHIP000481,PO001381,UK,UK,2025-04-17,2025-04-21,2025-04-21,Road Freight,2419.89,0.0,384.95,Delivered
SHIP000482,PO001817,China,UK,2025-12-25,2026-01-30,2026-02-02,Sea Freight,2523.94,362.61,325.88,Delivered
SHIP000483,PO000683,India,UK,2026-05-23,2026-06-15,2026-06-16,Air Freight,1897.31,210.37,202.16,Delayed
SHIP000484,PO001480,India,UK,2025-04-28,2025-05-25,2025-05-25,Sea Freight,4823.37,155.51,490.6,Delivered
SHIP000485,PO000049,UK,UK,2025-04-13,2025-04-13,2025-04-13,Road Freight,4130.43,0.0,454.8,Delivered
SHIP000486,PO000107,UK,UK,2025-02-05,2025-02-09,2025-02-09,Courier,2813.19,0.0,164.39,Delivered
SHIP000487,PO000289,China,UK,2025-09-04,2025-10-25,2025-10-26,Rail Freight,2091.59,1210.09,98.53,Delayed
SHIP000488,PO001396,China,UK,2026-06-16,2026-07-20,2026-07-23,Air Freight,1447.17,778.4,388.73,Delivered
SHIP000489,PO000371,China,UK,2026-06-24,2026-08-01,2026-08-01,Rail Freight,224.08,1437.22,115.95,Delivered
SHIP000490,PO000108,China,UK,2025-02-05,2025-03-18,2025-03-19,Rail Freight,1601.24,1160.17,76.86,Delivered
SHIP000491,PO001203,UK,UK,2025-09-20,2025-09-19,2025-09-19,Courier,3356.89,0.0,275.3,Delivered
SHIP000492,PO000687,India,UK,2025-09-29,2025-10-22,2025-10-22,Sea Freight,3835.0,1056.66,78.03,Delivered
SHIP000493,PO001960,India,UK,2025-02-17,2025-03-16,2025-03-16,Sea Freight,2084.1,778.9,86.19,Delivered
SHIP000494,PO000114,China,UK,2025-04-10,2025-05-22,2025-05-22,Rail Freight,1183.23,1043.03,417.44,Delivered
SHIP000495,PO000649,India,UK,2026-03-09,2026-04-04,2026-04-05,Sea Freight,4279.35,725.85,469.43,Delivered
SHIP000496,PO001979,China,UK,2026-07-25,2026-09-11,2026-09-11,Sea Freight,153.37,589.05,238.32,Delivered
SHIP000497,PO000966,China,UK,2025-03-18,2025-05-01,2025-05-04,Rail Freight,3540.41,861.87,80.57,Delayed
SHIP000498,PO001413,India,UK,2025-12-25,2026-01-22,2026-01-23,Sea Freight,2253.73,1173.17,451.65,Delivered
SHIP000499,PO000711,India,UK,2025-05-14,2025-06-13,2025-06-16,Air Freight,3796.92,1307.97,251.98,Delivered
SHIP000500,PO000824,UK,UK,2026-05-22,2026-05-22,2026-06-05,Courier,1970.22,0.0,297.11,Delivered
SHIP000501,PO000831,China,UK,2025-11-10,2025-12-28,2025-12-28,Sea Freight,1404.89,121.33,342.36,Delivered
SHIP000502,PO000450,China,UK,2026-03-15,2026-05-06,2026-05-06,Sea Freight,1923.48,1141.43,454.82,Delivered
SHIP000503,PO001395,India,UK,2026-04-05,2026-04-28,2026-04-28,Sea Freight,3946.48,481.61,374.25,Delivered
SHIP000504,PO001294,UK,UK,2026-05-10,2026-05-11,2026-05-11,Road Freight,4409.37,0.0,325.5,Delivered
SHIP000505,PO000135,UK,UK,2026-04-18,2026-04-22,2026-04-23,Road Freight,788.39,0.0,127.32,Delayed
SHIP000506,PO001587,China,UK,2026-01-11,2026-02-19,2026-02-19,Sea Freight,1895.42,1313.49,108.76,Delivered
SHIP000507,PO000558,India,UK,2026-04-24,2026-05-19,2026-05-19,Sea Freight,811.12,383.21,204.55,Delivered
SHIP000508,PO001943,India,UK,2025-07-02,2025-07-31,2025-07-31,Sea Freight,3045.23,211.37,313.02,Delivered
SHIP000509,PO000078,India,UK,2026-01-08,2026-02-05,2026-02-06,Sea Freight,2244.89,462.42,257.32,Delayed
SHIP000510,PO001188,China,UK,2025-02-08,2025-03-09,2025-03-09,Rail Freight,717.14,168.38,308.71,Delivered
SHIP000511,PO001702,UK,UK,2026-06-18,2026-06-19,2026-06-22,Road Freight,4707.99,0.0,180.42,Delayed
SHIP000512,PO001170,India,UK,2026-04-03,2026-04-25,2026-04-25,Air Freight,1009.97,1295.54,193.79,Delivered
SHIP000513,PO001926,China,UK,2025-06-24,2025-08-14,2025-08-14,Sea Freight,639.24,1189.65,261.84,Delivered
SHIP000514,PO000507,India,UK,2026-03-05,2026-04-01,2026-04-01,Sea Freight,4343.3,1496.93,429.28,Delivered
SHIP000515,PO001056,China,UK,2025-02-25,2025-04-17,2025-04-18,Sea Freight,2525.96,578.87,223.89,Delayed
SHIP000516,PO000532,India,UK,2026-03-15,2026-04-11,2026-04-11,Air Freight,2631.08,457.34,351.46,Delivered
SHIP000517,PO000887,India,UK,2025-03-17,2025-04-16,2025-04-17,Air Freight,2749.48,890.66,107.11,Delayed
SHIP000518,PO000725,UK,UK,2025-10-07,2025-10-08,2025-10-08,Courier,3288.05,0.0,132.09,Delivered
SHIP000519,PO001989,UK,UK,2025-02-28,2025-02-28,2025-03-07,Road Freight,3611.08,0.0,227.48,Delayed
SHIP000520,PO001240,China,UK,2025-09-25,2025-11-17,2025-11-24,Sea Freight,3123.29,291.93,159.29,Delivered
SHIP000521,PO001310,UK,UK,2025-03-23,2025-03-21,2025-03-21,Road Freight,3922.38,0.0,239.89,Delivered
SHIP000522,PO001897,India,UK,2026-01-20,2026-02-16,2026-02-16,Air Freight,1075.51,279.99,94.83,Delivered
SHIP000523,PO000781,India,UK,2026-06-29,2026-07-24,2026-07-27,Air Freight,115.69,977.86,109.79,Delayed
SHIP000524,PO000426,China,UK,2025-02-14,2025-03-19,2025-03-19,Sea Freight,226.26,1381.02,76.66,Delivered
SHIP000525,PO000661,China,UK,2025-03-26,2025-05-12,2025-05-12,Sea Freight,432.46,933.74,204.87,Delivered
SHIP000526,PO001145,China,UK,2026-04-01,2026-05-11,2026-05-11,Rail Freight,4188.62,1206.54,343.42,Delivered
SHIP000527,PO000326,India,UK,2026-01-19,2026-02-25,2026-02-25,Sea Freight,4531.31,1331.91,149.91,Delivered
SHIP000528,PO000238,UK,UK,2026-01-02,2026-01-02,2026-01-02,Road Freight,4784.97,0.0,104.43,Delivered
SHIP000529,PO001700,UK,UK,2025-05-21,2025-05-26,2025-05-26,Road Freight,4876.32,0.0,334.58,Delivered
SHIP000530,PO000670,India,UK,2025-12-13,2026-01-08,2026-01-15,Sea Freight,306.5,740.49,356.0,Delivered
SHIP000531,PO001647,India,UK,2026-06-15,2026-07-20,2026-07-20,Air Freight,2027.1,1439.31,106.41,Delivered
SHIP000532,PO001815,China,UK,2025-09-15,2025-10-24,2025-10-25,Sea Freight,1555.73,182.83,414.21,Delayed
SHIP000533,PO000939,China,UK,2025-10-28,2025-12-08,2025-12-11,Rail Freight,913.73,1239.43,121.37,Delivered
SHIP000534,PO000157,UK,UK,2026-06-05,2026-06-07,2026-06-07,Courier,4639.32,0.0,87.01,Delivered
SHIP000535,PO001768,India,UK,2025-05-04,2025-06-01,2025-06-01,Air Freight,3806.96,1023.62,446.98,Delivered
SHIP000536,PO001518,China,UK,2026-02-20,2026-04-16,2026-04-17,Air Freight,4891.4,1195.71,461.47,Delayed
SHIP000537,PO000783,China,UK,2025-12-25,2026-01-28,2026-01-29,Rail Freight,4460.51,1245.22,174.5,Delayed
SHIP000538,PO001944,India,UK,2026-02-14,2026-03-24,2026-03-24,Air Freight,1249.37,420.8,454.99,Delivered
SHIP000539,PO001044,China,UK,2025-03-26,2025-04-30,2025-05-03,Rail Freight,3988.2,1346.67,448.99,Delivered
SHIP000540,PO001650,UK,UK,2025-09-04,2025-08-30,2025-08-31,Road Freight,4236.04,0.0,221.67,Delayed
SHIP000541,PO001158,UK,UK,2025-01-07,2025-01-08,2025-01-08,Courier,2203.43,0.0,387.84,Delivered
SHIP000542,PO001344,India,UK,2025-11-20,2025-12-17,2025-12-31,Air Freight,3312.35,677.6,384.47,Delivered
SHIP000543,PO001164,China,UK,2026-01-31,2026-03-07,2026-03-08,Sea Freight,3892.36,312.37,199.35,Delivered
SHIP000544,PO001731,India,UK,2026-05-25,2026-06-16,2026-06-17,Sea Freight,3430.35,1173.43,462.61,Delivered
SHIP000545,PO000302,China,UK,2025-12-10,2026-01-08,2026-01-22,Air Freight,1375.77,1375.89,131.62,Delivered
SHIP000546,PO001604,China,UK,2025-06-22,2025-07-31,2025-08-03,Rail Freight,1589.35,1191.32,434.11,Delayed
SHIP000547,PO001364,UK,UK,2025-06-02,2025-06-02,2025-06-02,Road Freight,2024.08,0.0,169.98,Delivered
SHIP000548,PO001438,China,UK,2025-02-20,2025-04-05,2025-04-06,Air Freight,640.09,514.85,418.68,Delivered
SHIP000549,PO001639,India,UK,2026-04-20,2026-05-18,2026-05-18,Air Freight,2322.28,313.01,87.33,Delivered
SHIP000550,PO001588,China,UK,2025-11-06,2025-12-09,2025-12-12,Rail Freight,2665.67,855.49,360.81,Delivered
SHIP000551,PO001741,China,UK,2025-10-21,2025-12-01,2025-12-15,Rail Freight,3387.4,873.08,180.96,Delivered
SHIP000552,PO001233,China,UK,2025-10-02,2025-11-13,2025-11-13,Rail Freight,3864.08,762.08,478.25,Delivered
SHIP000553,PO001635,UK,UK,2025-11-15,2025-11-12,2025-11-12,Road Freight,3604.62,0.0,131.4,Delivered
SHIP000554,PO001760,China,UK,2025-10-24,2025-11-28,2025-12-01,Rail Freight,1899.32,111.94,369.08,Delayed
SHIP000555,PO001593,China,UK,2026-02-05,2026-03-31,2026-04-01,Rail Freight,4952.41,410.99,210.2,Delayed
SHIP000556,PO001404,India,UK,2026-04-30,2026-05-26,2026-05-27,Sea Freight,2564.19,1173.19,234.15,Delivered
SHIP000557,PO001776,UK,UK,2026-02-10,2026-02-08,2026-02-08,Road Freight,2273.05,0.0,284.23,Delivered
SHIP000558,PO001439,UK,UK,2026-06-19,2026-06-23,2026-06-23,Road Freight,2974.14,0.0,441.37,Delivered
SHIP000559,PO001448,UK,UK,2025-09-21,2025-09-20,2025-09-20,Road Freight,2704.65,0.0,219.69,Delivered
SHIP000560,PO001419,India,UK,2025-03-25,2025-04-19,2025-04-26,Air Freight,3624.49,550.42,280.89,Delivered
SHIP000561,PO000950,China,UK,2026-03-27,2026-05-14,2026-05-14,Sea Freight,4293.45,481.97,484.8,Delivered
SHIP000562,PO000519,India,UK,2026-05-26,2026-06-22,2026-06-22,Sea Freight,763.03,1193.74,300.57,Delivered
SHIP000563,PO001315,China,UK,2026-02-10,2026-04-06,2026-04-06,Air Freight,4209.41,256.96,275.37,Delivered
SHIP000564,PO000293,China,UK,2025-04-22,2025-05-22,2025-05-29,Sea Freight,3975.99,672.57,432.25,Delivered
SHIP000565,PO001848,UK,UK,2025-11-30,2025-12-01,2025-12-08,Courier,4785.53,0.0,253.59,Delayed
SHIP000566,PO000376,China,UK,2025-08-19,2025-09-19,2025-09-19,Sea Freight,2678.32,649.05,137.69,Delivered
SHIP000567,PO001190,India,UK,2026-07-29,2026-08-22,2026-08-22,Air Freight,4026.96,671.91,372.12,Delivered
SHIP000568,PO000249,China,UK,2026-04-12,2026-05-23,2026-05-23,Air Freight,490.48,770.61,327.26,Delivered
SHIP000569,PO000579,China,UK,2026-04-16,2026-05-16,2026-05-16,Rail Freight,240.11,734.44,346.41,Delivered
SHIP000570,PO001869,China,UK,2026-07-23,2026-08-28,2026-09-04,Rail Freight,2959.13,1133.5,482.71,Delivered
SHIP000571,PO001577,UK,UK,2025-12-15,2025-12-11,2025-12-18,Road Freight,4144.7,0.0,328.38,Delayed
SHIP000572,PO000219,India,UK,2026-06-14,2026-07-10,2026-07-10,Air Freight,739.3,603.04,367.04,Delivered
SHIP000573,PO001606,China,UK,2025-08-13,2025-09-20,2025-09-27,Rail Freight,4107.57,115.03,312.13,Delivered
SHIP000574,PO001558,UK,UK,2026-01-17,2026-01-16,2026-01-16,Courier,4475.79,0.0,313.61,Delivered
SHIP000575,PO000064,China,UK,2025-04-22,2025-05-26,2025-05-29,Air Freight,2926.18,1196.04,389.06,Delivered
SHIP000576,PO001954,China,UK,2026-01-27,2026-03-20,2026-03-23,Air Freight,1045.95,894.14,132.69,Delayed
SHIP000577,PO001576,UK,UK,2025-12-26,2025-12-29,2025-12-29,Road Freight,1207.77,0.0,90.77,Delivered
SHIP000578,PO000382,UK,UK,2026-04-05,2026-04-08,2026-04-15,Road Freight,2270.83,0.0,246.81,Delayed
SHIP000579,PO001041,China,UK,2026-04-15,2026-05-27,2026-05-28,Air Freight,3401.27,384.59,383.64,Delivered
SHIP000580,PO000644,China,UK,2025-01-21,2025-03-14,2025-03-14,Air Freight,4951.74,180.16,244.86,Delivered
SHIP000581,PO001121,India,UK,2025-10-17,2025-11-14,2025-11-21,Sea Freight,1589.8,1459.66,410.41,Delayed
SHIP000582,PO001603,UK,UK,2025-10-31,2025-10-30,2025-10-30,Road Freight,1036.83,0.0,480.7,Delivered
SHIP000583,PO001284,China,UK,2026-06-15,2026-07-30,2026-08-06,Rail Freight,1565.49,1189.89,245.4,Delivered
SHIP000584,PO000793,India,UK,2025-03-27,2025-04-19,2025-04-20,Sea Freight,2354.99,612.48,70.9,Delayed
SHIP000585,PO001436,China,UK,2025-10-29,2025-12-26,2025-12-27,Rail Freight,325.13,846.05,148.62,Delivered
SHIP000586,PO000769,China,UK,2025-06-18,2025-07-21,2025-07-21,Rail Freight,3944.45,105.47,354.06,Delivered
SHIP000587,PO000125,China,UK,2026-02-11,2026-04-01,2026-04-01,Air Freight,3835.23,1071.64,405.52,Delivered
SHIP000588,PO001252,China,UK,2025-05-10,2025-06-27,2025-06-27,Sea Freight,4424.98,219.98,355.59,Delivered
SHIP000589,PO001201,UK,UK,2025-10-18,2025-10-18,2025-10-18,Road Freight,650.48,0.0,468.83,Delivered
SHIP000590,PO000548,China,UK,2025-09-16,2025-11-05,2025-11-12,Sea Freight,198.96,910.34,494.04,Delayed
SHIP000591,PO000539,India,UK,2025-04-30,2025-05-22,2025-05-22,Air Freight,3017.46,271.57,96.29,Delivered
SHIP000592,PO000087,India,UK,2026-04-22,2026-05-23,2026-05-30,Sea Freight,1593.89,481.14,284.7,Delivered
SHIP000593,PO000684,India,UK,2026-04-01,2026-04-25,2026-04-26,Air Freight,1519.16,585.33,140.1,Delayed
SHIP000594,PO000957,China,UK,2025-10-02,2025-11-27,2025-11-30,Sea Freight,3957.54,673.49,327.86,Delayed
SHIP000595,PO000401,India,UK,2026-04-17,2026-05-26,2026-05-26,Sea Freight,3447.27,974.8,451.98,Delivered
SHIP000596,PO001795,China,UK,2026-07-10,2026-08-20,2026-08-20,Sea Freight,328.4,581.08,110.23,Delivered
SHIP000597,PO000090,UK,UK,2025-08-01,2025-08-02,2025-08-03,Courier,3061.12,0.0,327.44,Delayed
SHIP000598,PO001678,China,UK,2025-12-10,2026-01-24,2026-01-24,Sea Freight,1537.83,703.63,428.52,Delivered
SHIP000599,PO000347,China,UK,2025-08-08,2025-09-23,2025-09-23,Rail Freight,1543.68,906.24,104.74,Delivered
SHIP000600,PO001050,China,UK,2025-08-20,2025-10-10,2025-10-10,Rail Freight,560.44,1278.94,200.76,Delivered
SHIP000601,PO000819,China,UK,2025-09-09,2025-10-26,2025-10-27,Rail Freight,1536.55,1429.61,173.39,Delayed
SHIP000602,PO000713,India,UK,2025-06-09,2025-07-02,2025-07-05,Sea Freight,4242.21,1397.2,299.69,Delivered
SHIP000603,PO000862,India,UK,2026-07-23,2026-08-21,2026-08-28,Sea Freight,1194.93,1323.36,263.32,Delivered
SHIP000604,PO001248,China,UK,2025-06-12,2025-07-18,2025-07-19,Rail Freight,1795.21,990.39,262.2,Delivered
SHIP000605,PO000476,China,UK,2025-04-12,2025-06-01,2025-06-08,Air Freight,1715.23,1173.96,155.71,Delayed
SHIP000606,PO000516,China,UK,2025-10-01,2025-11-07,2025-11-07,Sea Freight,1773.67,269.66,442.42,Delivered
SHIP000607,PO001757,UK,UK,2026-05-24,2026-05-30,2026-05-30,Courier,3066.64,0.0,214.76,Delivered
SHIP000608,PO000303,India,UK,2026-03-23,2026-04-19,2026-04-19,Sea Freight,4689.18,298.3,452.92,Delivered
SHIP000609,PO000857,UK,UK,2025-08-11,2025-08-10,2025-08-10,Road Freight,4411.34,0.0,493.72,Delivered
SHIP000610,PO001984,India,UK,2025-12-06,2026-01-05,2026-01-06,Air Freight,3150.28,975.97,74.79,Delivered
SHIP000611,PO001365,China,UK,2025-11-23,2026-01-07,2026-01-07,Rail Freight,2141.07,383.85,310.6,Delivered
SHIP000612,PO001553,UK,UK,2026-05-17,2026-05-19,2026-05-19,Road Freight,4433.27,0.0,414.25,Delivered
SHIP000613,PO000802,China,UK,2025-04-25,2025-06-05,2025-06-05,Air Freight,3654.64,1374.06,410.13,Delivered
SHIP000614,PO001885,India,UK,2026-01-27,2026-03-05,2026-03-08,Air Freight,519.13,460.51,297.19,Delayed
SHIP000615,PO001704,China,UK,2026-07-03,2026-08-17,2026-08-17,Air Freight,4368.22,1084.95,453.94,Delivered
SHIP000616,PO001343,India,UK,2025-09-14,2025-10-13,2025-10-13,Sea Freight,827.19,857.59,223.84,Delivered
SHIP000617,PO000827,China,UK,2025-05-24,2025-06-27,2025-06-28,Air Freight,2613.84,1381.55,319.2,Delivered
SHIP000618,PO001379,UK,UK,2025-10-18,2025-10-22,2025-10-25,Road Freight,1527.14,0.0,328.05,Delivered
SHIP000619,PO001087,China,UK,2026-04-18,2026-06-09,2026-06-10,Air Freight,4047.68,158.13,299.94,Delayed
SHIP000620,PO001652,UK,UK,2025-01-11,2025-01-12,2025-01-12,Road Freight,2577.25,0.0,445.44,Delivered
SHIP000621,PO000345,China,UK,2025-05-27,2025-07-11,2025-07-12,Rail Freight,981.88,745.26,406.89,Delivered
SHIP000622,PO000990,India,UK,2026-03-05,2026-04-04,2026-04-04,Sea Freight,1448.06,879.3,338.7,Delivered
SHIP000623,PO001868,UK,UK,2025-05-29,2025-05-29,2025-05-29,Road Freight,2420.33,0.0,289.87,Delivered
SHIP000624,PO001670,China,UK,2025-03-08,2025-04-26,2025-04-29,Air Freight,265.01,604.05,491.02,Delayed
SHIP000625,PO001919,UK,UK,2026-05-22,2026-05-25,2026-05-25,Road Freight,4931.56,0.0,489.14,Delivered
SHIP000626,PO000826,India,UK,2026-03-21,2026-04-12,2026-04-12,Air Freight,3530.9,394.27,278.77,Delivered
SHIP000627,PO000186,UK,UK,2026-06-14,2026-06-16,2026-06-16,Road Freight,3976.19,0.0,162.18,Delivered
SHIP000628,PO001107,India,UK,2025-02-13,2025-03-13,2025-03-13,Sea Freight,321.63,1266.2,209.96,Delivered
SHIP000629,PO001105,India,UK,2025-02-26,2025-03-22,2025-03-25,Air Freight,1604.04,1024.27,491.44,Delivered
SHIP000630,PO000092,India,UK,2026-02-08,2026-03-05,2026-03-05,Sea Freight,4262.2,217.96,307.93,Delivered
SHIP000631,PO001666,China,UK,2025-04-16,2025-05-18,2025-05-18,Air Freight,4693.25,231.36,304.09,Delivered
SHIP000632,PO001900,China,UK,2025-11-17,2025-12-30,2025-12-30,Rail Freight,2371.13,580.5,498.05,Delivered
SHIP000633,PO000482,UK,UK,2025-07-09,2025-07-10,2025-07-13,Courier,2021.98,0.0,65.92,Delayed
SHIP000634,PO000060,China,UK,2025-06-01,2025-07-24,2025-07-24,Air Freight,1123.61,1241.02,63.35,Delivered
SHIP000635,PO001500,China,UK,2026-03-21,2026-04-24,2026-04-25,Rail Freight,1182.27,899.81,396.25,Delivered
SHIP000636,PO000233,UK,UK,2025-05-29,2025-05-30,2025-06-06,Road Freight,2842.32,0.0,370.44,Delivered
SHIP000637,PO000120,China,UK,2025-09-09,2025-10-11,2025-10-11,Rail Freight,4242.93,1096.9,164.7,Delivered
SHIP000638,PO000922,China,UK,2025-10-12,2025-11-15,2025-11-15,Rail Freight,3955.29,534.66,75.97,Delivered
SHIP000639,PO001231,UK,UK,2025-04-25,2025-04-27,2025-04-27,Courier,3209.33,0.0,261.65,Delivered
SHIP000640,PO001819,UK,UK,2025-11-28,2025-12-01,2025-12-01,Courier,3446.27,0.0,230.75,Delivered
SHIP000641,PO000183,India,UK,2026-07-14,2026-08-08,2026-08-08,Air Freight,4868.24,417.7,176.16,Delivered
SHIP000642,PO001456,China,UK,2025-11-11,2025-12-25,2025-12-25,Sea Freight,1377.78,1108.47,110.71,Delivered
SHIP000643,PO000618,India,UK,2025-06-01,2025-07-03,2025-07-04,Air Freight,4421.53,433.44,376.66,Delivered
SHIP000644,PO001557,China,UK,2026-02-21,2026-04-15,2026-04-15,Rail Freight,3868.1,371.71,307.36,Delivered
SHIP000645,PO000023,UK,UK,2025-11-11,2025-11-06,2025-11-06,Road Freight,2924.95,0.0,470.45,Delivered
SHIP000646,PO000447,China,UK,2025-09-08,2025-10-14,2025-10-14,Sea Freight,935.06,1056.45,206.6,Delivered
SHIP000647,PO001340,China,UK,2025-12-05,2026-01-29,2026-01-30,Air Freight,2752.86,563.29,417.87,Delivered
SHIP000648,PO000301,UK,UK,2026-01-14,2026-01-21,2026-01-21,Road Freight,2847.69,0.0,419.82,Delivered
SHIP000649,PO001584,China,UK,2025-07-05,2025-08-05,2025-08-06,Air Freight,4426.04,745.22,441.97,Delayed
SHIP000650,PO000452,China,UK,2025-12-14,2026-02-03,2026-02-03,Air Freight,1525.93,804.28,492.82,Delivered
SHIP000651,PO001756,China,UK,2025-12-27,2026-02-06,2026-02-07,Air Freight,1212.9,1159.4,458.45,Delayed
SHIP000652,PO001168,China,UK,2025-09-30,2025-11-01,2025-11-08,Sea Freight,3650.43,752.7,480.36,Delivered
SHIP000653,PO000037,China,UK,2025-08-16,2025-10-01,2025-10-01,Air Freight,1622.52,454.97,216.59,Delivered
SHIP000654,PO000882,China,UK,2025-03-12,2025-04-29,2025-05-02,Rail Freight,2981.09,1358.57,232.43,Delivered
SHIP000655,PO000935,India,UK,2026-02-15,2026-03-13,2026-03-13,Sea Freight,2175.86,638.45,173.11,Delivered
SHIP000656,PO000225,China,UK,2026-02-13,2026-03-15,2026-03-16,Air Freight,3220.9,1050.55,451.58,Delayed
SHIP000657,PO001533,China,UK,2025-11-24,2026-01-12,2026-01-19,Rail Freight,1393.19,1229.39,362.59,Delayed
SHIP000658,PO000344,India,UK,2026-03-07,2026-03-31,2026-03-31,Air Freight,1156.26,534.85,255.4,Delivered
SHIP000659,PO000588,China,UK,2025-02-13,2025-03-17,2025-03-17,Sea Freight,2201.76,875.69,151.07,Delivered
SHIP000660,PO001460,India,UK,2025-09-04,2025-10-01,2025-10-04,Air Freight,2466.09,1114.65,444.42,Delivered
SHIP000661,PO000907,China,UK,2026-04-03,2026-05-15,2026-05-15,Air Freight,2448.3,1391.62,115.64,Delivered
SHIP000662,PO001424,UK,UK,2026-02-02,2026-02-02,2026-02-03,Road Freight,1540.97,0.0,145.99,Delayed
SHIP000663,PO000359,UK,UK,2025-04-25,2025-04-25,2025-04-28,Courier,3463.19,0.0,344.03,Delayed
SHIP000664,PO000662,UK,UK,2025-06-21,2025-06-17,2025-06-17,Courier,2715.8,0.0,370.08,Delivered
SHIP000665,PO000156,India,UK,2026-03-20,2026-04-15,2026-04-18,Air Freight,852.38,489.98,220.49,Delayed
