order_id,customer_id,order_date,order_status,sales_channel,delivery_method,shipping_region
ORD017638,CUST00763,2025-10-27 04:46:00,Completed,Online,Courier,South East
ORD017639,CUST00407,2025-08-06 07:41:00,Completed,Online,Click & Collect,Wales
ORD017640,CUST00364,2026-07-21 14:04:00,Completed,Marketplace,Home Delivery,East of England
ORD017641,CUST02504,2026-04-30 18:55:00,Completed,Marketplace,Click & Collect,Northern Ireland
ORD017642,CUST02055,2025-04-26 22:55:00,Partially Fulfilled,Online,Home Delivery,North West
ORD017643,CUST00215,2025-08-07 12:38:00,Completed,Online,Courier,North East
ORD017644,CUST01697,2025-08-08 04:27:00,Completed,Online,Courier,Northern Ireland
ORD017645,CUST01841,2025-03-19 11:20:00,Completed,Marketplace,Home Delivery,North East
ORD017646,CUST02751,2025-02-09 17:29:00,Completed,Marketplace,Home Delivery,Scotland
ORD017647,CUST00082,2025-02-09 05:00:00,Completed,Online,Home Delivery,London
ORD017648,CUST01725,2026-06-27 04:04:00,Cancelled,Trade Counter,Click & Collect,East of England
ORD017649,CUST04714,2025-12-26 04:05:00,Completed,Online,Home Delivery,South East
ORD017650,CUST03486,2026-07-07 23:33:00,Completed,Online,Courier,Wales
ORD017651,CUST00869,2026-04-13 06:40:00,Partially Fulfilled,Online,Courier,North West
ORD017652,CUST01245,2026-01-03 07:22:00,Completed,Trade Counter,Courier,Yorkshire & Humber
ORD017653,CUST03762,2025-08-03 12:56:00,Completed,Online,Courier,West Midlands
ORD017654,CUST02140,2025-09-24 23:44:00,Pending,Online,Home Delivery,East of England
ORD017655,CUST01412,2025-09-17 21:30:00,Completed,Online,Click & Collect,Northern Ireland
ORD017656,CUST01871,2026-01-28 13:44:00,Completed,Online,Courier,South East
ORD017657,CUST04084,2026-04-21 04:38:00,Completed,Online,Home Delivery,East of England
ORD017658,CUST01709,2025-07-22 21:02:00,Completed,Marketplace,Click & Collect,Yorkshire & Humber
ORD017659,CUST01602,2025-12-23 21:50:00,Completed,Trade Counter,Click & Collect,Wales
ORD017660,CUST04868,2026-05-14 08:47:00,Completed,Online,Click & Collect,London
ORD017661,CUST01796,2026-04-17 15:42:00,Cancelled,Online,Home Delivery,North East
ORD017662,CUST00235,2026-07-07 02:36:00,Completed,Trade Counter,Courier,London
ORD017663,CUST00302,2026-02-26 09:15:00,Completed,Online,Click & Collect,East of England
ORD017664,CUST03917,2025-01-24 04:55:00,Pending,Online,Click & Collect,Wales
ORD017665,CUST03084,2025-06-11 14:19:00,Pending,Marketplace,Home Delivery,North East
ORD017666,CUST00150,2025-01-12 14:21:00,Completed,Marketplace,Courier,Northern Ireland
ORD017667,CUST00211,2026-03-12 06:13:00,Completed,Trade Counter,Home Delivery,Yorkshire & Humber
ORD017668,CUST02140,2026-07-02 20:38:00,Completed,Online,Home Delivery,East of England
ORD017669,CUST03996,2025-11-10 04:24:00,Partially Fulfilled,Marketplace,Courier,East of England
ORD017670,CUST02600,2026-03-25 20:10:00,Completed,Online,Home Delivery,East Midlands
ORD017671,CUST00706,2026-02-14 09:13:00,Completed,Marketplace,Click & Collect,Yorkshire & Humber
ORD017672,CUST03728,2026-05-20 19:05:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017673,CUST00764,2025-06-09 15:52:00,Completed,Marketplace,Home Delivery,South West
ORD017674,CUST01480,2025-03-02 22:46:00,Completed,Online,Click & Collect,Northern Ireland
ORD017675,CUST00774,2025-12-12 09:46:00,Cancelled,Marketplace,Home Delivery,Northern Ireland
ORD017676,CUST04136,2025-12-27 05:18:00,Completed,Online,Home Delivery,South West
ORD017677,CUST00157,2025-06-28 14:34:00,Completed,Online,Home Delivery,South West
ORD017678,CUST03029,2025-04-21 01:44:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017679,CUST01310,2025-12-22 13:35:00,Completed,Online,Home Delivery,Scotland
ORD017680,CUST02084,2025-03-15 09:46:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD017681,CUST02302,2025-03-30 13:46:00,Completed,Online,Courier,North East
ORD017682,CUST00832,2026-03-02 07:51:00,Partially Fulfilled,Marketplace,Click & Collect,London
ORD017683,CUST01744,2025-10-24 14:28:00,Completed,Online,Home Delivery,East of England
ORD017684,CUST01161,2026-05-25 11:31:00,Partially Fulfilled,Marketplace,Click & Collect,North West
ORD017685,CUST01948,2026-03-23 16:17:00,Completed,Online,Click & Collect,South East
ORD017686,CUST01351,2026-01-04 19:01:00,Completed,Online,Home Delivery,South West
ORD017687,CUST02693,2025-10-15 23:18:00,Completed,Online,Home Delivery,Northern Ireland
ORD017688,CUST03008,2025-09-26 20:59:00,Completed,Online,Home Delivery,London
ORD017689,CUST04769,2025-04-21 02:56:00,Partially Fulfilled,Online,Click & Collect,North West
ORD017690,CUST03520,2025-05-29 01:28:00,Cancelled,Trade Counter,Courier,London
ORD017691,CUST00677,2025-06-22 16:35:00,Partially Fulfilled,Online,Click & Collect,Wales
ORD017692,CUST01071,2025-10-09 15:15:00,Pending,Online,Home Delivery,Northern Ireland
ORD017693,CUST01552,2025-06-17 19:31:00,Completed,Online,Click & Collect,North West
ORD017694,CUST03643,2025-09-25 10:46:00,Completed,Online,Home Delivery,East of England
ORD017695,CUST04241,2025-09-12 10:47:00,Partially Fulfilled,Online,Home Delivery,Wales
ORD017696,CUST01760,2026-06-03 23:20:00,Completed,Online,Click & Collect,East of England
ORD017697,CUST02153,2025-05-04 20:53:00,Completed,Online,Courier,West Midlands
ORD017698,CUST02915,2026-07-12 06:04:00,Completed,Trade Counter,Courier,North East
ORD017699,CUST00734,2025-09-19 08:32:00,Completed,Online,Home Delivery,East Midlands
ORD017700,CUST02074,2025-10-29 10:44:00,Completed,Marketplace,Courier,South West
ORD017701,CUST03436,2025-05-28 01:46:00,Partially Fulfilled,Online,Courier,Yorkshire & Humber
ORD017702,CUST01953,2025-08-09 19:56:00,Completed,Online,Courier,London
ORD017703,CUST03740,2025-06-14 21:34:00,Completed,Marketplace,Home Delivery,Wales
ORD017704,CUST03000,2026-07-23 12:34:00,Completed,Online,Click & Collect,North West
ORD017705,CUST04808,2025-03-25 08:23:00,Cancelled,Online,Click & Collect,Wales
ORD017706,CUST04926,2026-03-22 07:54:00,Completed,Online,Courier,North East
ORD017707,CUST04200,2025-02-05 05:40:00,Completed,Marketplace,Home Delivery,Northern Ireland
ORD017708,CUST03755,2025-04-16 17:44:00,Completed,Trade Counter,Click & Collect,North East
ORD017709,CUST04398,2025-06-11 17:32:00,Pending,Trade Counter,Home Delivery,Northern Ireland
ORD017710,CUST04405,2025-04-04 10:36:00,Completed,Marketplace,Courier,Northern Ireland
ORD017711,CUST02809,2026-07-18 13:45:00,Completed,Online,Courier,Northern Ireland
ORD017712,CUST03185,2026-02-14 22:51:00,Completed,Online,Click & Collect,East Midlands
ORD017713,CUST02883,2025-12-07 03:01:00,Completed,Online,Courier,Northern Ireland
ORD017714,CUST01673,2025-10-19 21:04:00,Completed,Online,Home Delivery,London
ORD017715,CUST04913,2025-02-24 00:17:00,Completed,Marketplace,Courier,Northern Ireland
ORD017716,CUST00342,2026-06-06 10:57:00,Completed,Online,Home Delivery,South East
ORD017717,CUST04828,2025-03-12 11:57:00,Completed,Online,Home Delivery,Scotland
ORD017718,CUST03764,2026-02-01 16:43:00,Completed,Online,Home Delivery,South East
ORD017719,CUST03544,2026-07-07 06:26:00,Completed,Online,Home Delivery,North East
ORD017720,CUST03409,2025-01-14 15:36:00,Completed,Trade Counter,Courier,Wales
ORD017721,CUST03284,2025-07-12 04:58:00,Completed,Online,Click & Collect,Wales
ORD017722,CUST03453,2025-03-10 05:01:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017723,CUST04700,2025-11-05 05:41:00,Cancelled,Online,Click & Collect,Wales
ORD017724,CUST02415,2026-07-03 02:49:00,Completed,Online,Click & Collect,Wales
ORD017725,CUST02789,2026-02-18 02:25:00,Completed,Online,Click & Collect,Wales
ORD017726,CUST00832,2025-08-20 01:13:00,Completed,Online,Courier,London
ORD017727,CUST02621,2025-09-28 03:14:00,Completed,Online,Click & Collect,South East
ORD017728,CUST02464,2026-07-02 07:35:00,Completed,Online,Click & Collect,London
ORD017729,CUST01441,2025-08-06 10:19:00,Completed,Online,Courier,Scotland
ORD017730,CUST04121,2025-10-09 11:45:00,Completed,Marketplace,Home Delivery,Yorkshire & Humber
ORD017731,CUST01694,2025-04-06 15:00:00,Completed,Marketplace,Click & Collect,Scotland
ORD017732,CUST00464,2026-03-22 14:48:00,Completed,Trade Counter,Click & Collect,London
ORD017733,CUST03019,2025-03-18 08:00:00,Completed,Marketplace,Home Delivery,North West
ORD017734,CUST01238,2026-04-05 16:34:00,Completed,Online,Click & Collect,South West
ORD017735,CUST00615,2026-07-16 12:51:00,Cancelled,Online,Home Delivery,London
ORD017736,CUST04611,2025-12-19 00:15:00,Completed,Online,Home Delivery,North West
ORD017737,CUST03564,2026-03-28 02:59:00,Completed,Marketplace,Courier,Northern Ireland
ORD017738,CUST04037,2025-10-31 04:05:00,Completed,Marketplace,Home Delivery,London
ORD017739,CUST04216,2025-03-16 08:38:00,Completed,Online,Click & Collect,Northern Ireland
ORD017740,CUST02266,2026-05-23 06:21:00,Completed,Online,Click & Collect,North East
ORD017741,CUST04756,2025-01-24 13:39:00,Completed,Marketplace,Click & Collect,Scotland
ORD017742,CUST04203,2026-06-07 20:36:00,Completed,Marketplace,Click & Collect,Wales
ORD017743,CUST01429,2025-11-04 13:31:00,Completed,Trade Counter,Courier,West Midlands
ORD017744,CUST04780,2025-10-14 09:06:00,Completed,Online,Click & Collect,North East
ORD017745,CUST03606,2025-12-02 10:44:00,Completed,Trade Counter,Click & Collect,Northern Ireland
ORD017746,CUST03476,2025-12-08 01:20:00,Completed,Marketplace,Home Delivery,North West
ORD017747,CUST04655,2025-06-23 13:57:00,Completed,Online,Click & Collect,Wales
ORD017748,CUST04118,2025-03-30 12:50:00,Cancelled,Online,Courier,Scotland
ORD017749,CUST01076,2026-05-14 11:50:00,Completed,Trade Counter,Courier,South East
ORD017750,CUST04751,2025-06-12 13:31:00,Completed,Online,Home Delivery,South West
ORD017751,CUST02809,2025-08-02 11:41:00,Completed,Online,Click & Collect,Northern Ireland
ORD017752,CUST03976,2025-05-27 19:04:00,Completed,Online,Click & Collect,London
ORD017753,CUST04030,2026-06-01 14:01:00,Completed,Online,Home Delivery,West Midlands
ORD017754,CUST01945,2025-11-19 06:49:00,Completed,Online,Home Delivery,Scotland
ORD017755,CUST03255,2025-04-15 06:51:00,Partially Fulfilled,Online,Home Delivery,North West
ORD017756,CUST02437,2025-05-28 12:11:00,Completed,Online,Courier,North West
ORD017757,CUST02478,2026-07-10 15:21:00,Cancelled,Online,Home Delivery,North West
ORD017758,CUST01998,2025-10-19 21:02:00,Completed,Online,Courier,East Midlands
ORD017759,CUST02349,2026-02-25 03:58:00,Partially Fulfilled,Online,Home Delivery,North West
ORD017760,CUST01929,2026-03-21 13:23:00,Completed,Trade Counter,Home Delivery,London
ORD017761,CUST03016,2025-02-02 00:49:00,Partially Fulfilled,Marketplace,Click & Collect,West Midlands
ORD017762,CUST00500,2025-01-17 06:38:00,Completed,Online,Home Delivery,North West
ORD017763,CUST04056,2026-02-07 10:56:00,Completed,Online,Home Delivery,Wales
ORD017764,CUST00983,2026-04-01 12:13:00,Completed,Online,Courier,North West
ORD017765,CUST04083,2025-07-31 03:22:00,Completed,Online,Click & Collect,East of England
ORD017766,CUST02074,2026-07-01 23:49:00,Completed,Online,Courier,South West
ORD017767,CUST01764,2026-01-08 21:29:00,Completed,Online,Courier,Scotland
ORD017768,CUST00137,2026-02-06 14:32:00,Completed,Trade Counter,Home Delivery,Wales
ORD017769,CUST01969,2025-10-13 21:05:00,Cancelled,Trade Counter,Click & Collect,South West
ORD017770,CUST01970,2025-10-07 01:34:00,Completed,Online,Courier,Scotland
ORD017771,CUST01833,2025-01-19 11:06:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017772,CUST02929,2025-05-27 18:05:00,Pending,Online,Courier,London
ORD017773,CUST01812,2026-03-03 13:29:00,Completed,Online,Courier,North East
ORD017774,CUST04717,2025-08-02 01:12:00,Cancelled,Marketplace,Courier,Yorkshire & Humber
ORD017775,CUST04310,2025-10-29 04:00:00,Completed,Online,Courier,Scotland
ORD017776,CUST01346,2026-01-25 22:05:00,Completed,Trade Counter,Courier,East of England
ORD017777,CUST00419,2026-02-16 12:03:00,Partially Fulfilled,Online,Click & Collect,North West
ORD017778,CUST01507,2025-03-01 07:28:00,Completed,Trade Counter,Courier,South East
ORD017779,CUST02754,2025-02-17 11:26:00,Completed,Marketplace,Courier,Wales
ORD017780,CUST02361,2025-09-10 05:04:00,Completed,Trade Counter,Home Delivery,West Midlands
ORD017781,CUST04826,2025-07-08 21:50:00,Completed,Trade Counter,Home Delivery,East Midlands
ORD017782,CUST00552,2026-05-05 06:33:00,Completed,Online,Home Delivery,North West
ORD017783,CUST02827,2026-05-23 01:47:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD017784,CUST03519,2025-11-26 08:18:00,Partially Fulfilled,Online,Courier,London
ORD017785,CUST02603,2026-02-13 14:32:00,Partially Fulfilled,Online,Click & Collect,East Midlands
ORD017786,CUST00006,2025-06-01 23:59:00,Partially Fulfilled,Online,Courier,Northern Ireland
ORD017787,CUST00653,2025-11-21 10:33:00,Completed,Online,Click & Collect,East of England
ORD017788,CUST01079,2026-06-11 09:57:00,Partially Fulfilled,Online,Click & Collect,Yorkshire & Humber
ORD017789,CUST04958,2025-07-19 03:11:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017790,CUST02936,2026-04-21 18:59:00,Completed,Online,Home Delivery,South West
ORD017791,CUST01629,2025-05-18 03:41:00,Completed,Online,Home Delivery,Northern Ireland
ORD017792,CUST02086,2025-03-31 06:36:00,Completed,Marketplace,Courier,Yorkshire & Humber
ORD017793,CUST03666,2026-06-25 10:23:00,Completed,Online,Home Delivery,North West
ORD017794,CUST03872,2025-04-16 09:20:00,Completed,Marketplace,Courier,Northern Ireland
ORD017795,CUST03458,2025-06-05 21:30:00,Completed,Online,Home Delivery,East Midlands
ORD017796,CUST04177,2025-12-29 15:02:00,Completed,Marketplace,Home Delivery,West Midlands
ORD017797,CUST03538,2025-04-16 06:14:00,Completed,Online,Courier,London
ORD017798,CUST04751,2026-04-18 07:08:00,Completed,Online,Courier,South West
ORD017799,CUST04082,2025-08-01 06:38:00,Completed,Online,Home Delivery,North East
ORD017800,CUST01813,2026-05-20 14:53:00,Completed,Online,Click & Collect,South West
ORD017801,CUST01926,2025-06-23 23:18:00,Completed,Marketplace,Click & Collect,East Midlands
ORD017802,CUST02747,2025-07-14 11:39:00,Completed,Marketplace,Home Delivery,London
ORD017803,CUST01523,2026-04-12 18:33:00,Completed,Online,Click & Collect,Scotland
ORD017804,CUST00330,2025-12-21 04:31:00,Completed,Online,Courier,North West
ORD017805,CUST00450,2026-06-17 15:25:00,Completed,Online,Courier,West Midlands
ORD017806,CUST00789,2025-05-15 20:44:00,Completed,Online,Click & Collect,East Midlands
ORD017807,CUST03857,2026-07-12 12:57:00,Completed,Online,Courier,North West
ORD017808,CUST01053,2026-06-06 07:57:00,Completed,Marketplace,Click & Collect,South East
ORD017809,CUST00226,2026-05-02 18:27:00,Completed,Online,Courier,North East
ORD017810,CUST03729,2025-12-25 11:16:00,Completed,Online,Home Delivery,West Midlands
ORD017811,CUST01743,2026-06-24 22:26:00,Completed,Trade Counter,Home Delivery,South East
ORD017812,CUST00418,2025-10-19 07:55:00,Pending,Marketplace,Home Delivery,Yorkshire & Humber
ORD017813,CUST03121,2026-02-26 15:26:00,Completed,Online,Courier,Yorkshire & Humber
ORD017814,CUST00480,2026-03-18 19:37:00,Completed,Online,Home Delivery,North West
ORD017815,CUST00519,2025-12-05 10:02:00,Completed,Online,Courier,East Midlands
ORD017816,CUST02374,2025-12-23 20:17:00,Completed,Online,Home Delivery,London
ORD017817,CUST01533,2025-03-28 17:46:00,Completed,Online,Courier,Yorkshire & Humber
ORD017818,CUST03638,2025-04-22 18:59:00,Completed,Online,Click & Collect,West Midlands
ORD017819,CUST03786,2025-01-05 07:25:00,Completed,Online,Courier,Northern Ireland
ORD017820,CUST03498,2026-07-15 23:55:00,Completed,Online,Courier,South West
ORD017821,CUST03019,2025-08-16 15:14:00,Completed,Online,Courier,North West
ORD017822,CUST00607,2025-06-25 00:10:00,Partially Fulfilled,Marketplace,Courier,Northern Ireland
ORD017823,CUST02135,2026-02-23 03:26:00,Completed,Marketplace,Courier,Yorkshire & Humber
ORD017824,CUST01946,2025-05-20 20:03:00,Completed,Marketplace,Click & Collect,East Midlands
ORD017825,CUST02541,2025-05-17 13:42:00,Completed,Marketplace,Home Delivery,South West
ORD017826,CUST00502,2025-05-01 08:01:00,Cancelled,Trade Counter,Home Delivery,North East
ORD017827,CUST00487,2025-08-28 21:51:00,Completed,Online,Home Delivery,East Midlands
ORD017828,CUST00909,2026-02-15 06:44:00,Completed,Online,Home Delivery,North East
ORD017829,CUST00947,2025-11-13 18:15:00,Completed,Online,Courier,North West
ORD017830,CUST01656,2025-09-25 23:02:00,Completed,Online,Click & Collect,North East
ORD017831,CUST04077,2025-08-09 14:08:00,Completed,Online,Click & Collect,South East
ORD017832,CUST00201,2026-05-20 13:34:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017833,CUST04490,2025-06-17 12:09:00,Completed,Online,Click & Collect,West Midlands
ORD017834,CUST04534,2025-07-04 20:25:00,Partially Fulfilled,Online,Courier,Yorkshire & Humber
ORD017835,CUST03972,2025-12-23 09:35:00,Completed,Online,Click & Collect,North West
ORD017836,CUST03149,2025-06-16 17:57:00,Completed,Online,Home Delivery,Northern Ireland
ORD017837,CUST02174,2026-01-18 06:18:00,Completed,Online,Click & Collect,Wales
ORD017838,CUST01646,2025-10-08 00:10:00,Completed,Online,Home Delivery,North West
ORD017839,CUST00491,2025-06-30 02:46:00,Completed,Trade Counter,Home Delivery,Scotland
ORD017840,CUST00914,2025-11-13 19:27:00,Completed,Online,Click & Collect,London
ORD017841,CUST03674,2025-03-28 16:11:00,Completed,Online,Click & Collect,East Midlands
ORD017842,CUST01360,2025-10-13 14:55:00,Completed,Marketplace,Click & Collect,East of England
ORD017843,CUST02053,2025-09-18 02:46:00,Completed,Online,Home Delivery,North East
ORD017844,CUST04662,2025-07-08 14:56:00,Cancelled,Online,Click & Collect,Yorkshire & Humber
ORD017845,CUST03903,2025-03-30 03:06:00,Completed,Online,Home Delivery,Northern Ireland
ORD017846,CUST03836,2025-06-21 14:46:00,Completed,Online,Courier,Wales
ORD017847,CUST04899,2025-10-24 16:08:00,Cancelled,Trade Counter,Home Delivery,Yorkshire & Humber
ORD017848,CUST03486,2025-10-04 23:30:00,Completed,Online,Home Delivery,Wales
ORD017849,CUST00488,2026-04-05 03:29:00,Completed,Online,Courier,South East
ORD017850,CUST04667,2026-03-16 20:42:00,Completed,Online,Click & Collect,London
ORD017851,CUST03109,2025-10-17 14:30:00,Pending,Online,Courier,London
ORD017852,CUST01298,2026-07-09 09:05:00,Completed,Online,Courier,Wales
ORD017853,CUST02034,2025-01-09 12:13:00,Partially Fulfilled,Online,Click & Collect,Scotland
ORD017854,CUST04274,2026-04-15 12:37:00,Completed,Online,Courier,Scotland
ORD017855,CUST04212,2026-07-06 06:35:00,Partially Fulfilled,Online,Courier,South East
ORD017856,CUST00359,2025-06-14 17:20:00,Completed,Online,Click & Collect,London
ORD017857,CUST03489,2025-07-19 19:59:00,Completed,Online,Courier,East Midlands
ORD017858,CUST03723,2025-09-28 10:30:00,Completed,Trade Counter,Click & Collect,North East
ORD017859,CUST04805,2026-02-21 19:41:00,Completed,Online,Click & Collect,Northern Ireland
ORD017860,CUST04532,2025-03-05 20:52:00,Completed,Online,Home Delivery,Scotland
ORD017861,CUST02058,2025-04-15 08:20:00,Completed,Marketplace,Home Delivery,East of England
ORD017862,CUST03609,2025-05-08 20:10:00,Pending,Online,Home Delivery,North East
ORD017863,CUST04937,2025-05-13 10:19:00,Completed,Online,Click & Collect,North East
ORD017864,CUST00222,2025-01-29 10:36:00,Partially Fulfilled,Online,Click & Collect,South West
ORD017865,CUST02451,2025-05-11 08:51:00,Partially Fulfilled,Trade Counter,Click & Collect,North West
ORD017866,CUST02348,2025-06-05 09:54:00,Completed,Online,Home Delivery,Scotland
ORD017867,CUST01795,2025-05-05 18:53:00,Completed,Marketplace,Click & Collect,South East
ORD017868,CUST04664,2026-02-10 18:11:00,Completed,Online,Courier,East of England
ORD017869,CUST04937,2026-07-15 19:56:00,Pending,Online,Courier,North East
ORD017870,CUST00539,2025-10-05 06:52:00,Completed,Online,Click & Collect,West Midlands
ORD017871,CUST04750,2025-09-05 13:20:00,Completed,Online,Courier,East Midlands
ORD017872,CUST00242,2025-10-22 00:42:00,Completed,Online,Click & Collect,London
ORD017873,CUST04190,2026-02-03 05:22:00,Completed,Online,Click & Collect,North West
ORD017874,CUST01500,2025-10-02 00:54:00,Completed,Online,Courier,North West
ORD017875,CUST03455,2025-01-08 11:33:00,Completed,Online,Home Delivery,East of England
ORD017876,CUST00129,2025-04-14 20:37:00,Completed,Online,Home Delivery,North East
ORD017877,CUST03170,2025-11-09 00:01:00,Completed,Online,Courier,Northern Ireland
ORD017878,CUST04374,2026-01-08 22:22:00,Completed,Online,Home Delivery,South East
ORD017879,CUST03554,2026-06-12 19:24:00,Completed,Online,Click & Collect,South West
ORD017880,CUST02832,2025-12-30 09:04:00,Completed,Online,Click & Collect,Northern Ireland
ORD017881,CUST03164,2026-01-01 08:27:00,Completed,Marketplace,Click & Collect,East Midlands
ORD017882,CUST00262,2025-08-06 12:10:00,Completed,Online,Home Delivery,South West
ORD017883,CUST03158,2025-09-19 13:07:00,Completed,Online,Courier,Yorkshire & Humber
ORD017884,CUST01241,2025-01-09 23:07:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD017885,CUST01285,2026-02-09 22:54:00,Completed,Online,Click & Collect,North West
ORD017886,CUST01116,2025-06-06 09:33:00,Completed,Online,Courier,Northern Ireland
ORD017887,CUST03043,2026-06-03 12:52:00,Completed,Online,Click & Collect,West Midlands
ORD017888,CUST02857,2026-07-22 12:29:00,Completed,Trade Counter,Courier,North East
ORD017889,CUST04891,2025-02-08 07:55:00,Completed,Online,Home Delivery,London
ORD017890,CUST01784,2025-11-29 22:52:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017891,CUST00986,2025-07-29 04:58:00,Completed,Online,Home Delivery,North East
ORD017892,CUST00181,2025-06-21 06:03:00,Completed,Online,Home Delivery,London
ORD017893,CUST02150,2026-06-11 21:51:00,Partially Fulfilled,Trade Counter,Home Delivery,East of England
ORD017894,CUST01093,2026-04-25 23:13:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017895,CUST04108,2025-08-09 16:35:00,Partially Fulfilled,Marketplace,Click & Collect,North West
ORD017896,CUST02301,2025-03-19 09:03:00,Completed,Online,Click & Collect,East of England
ORD017897,CUST02162,2026-02-04 09:32:00,Pending,Online,Click & Collect,South East
ORD017898,CUST03951,2026-02-13 21:56:00,Completed,Online,Click & Collect,South West
ORD017899,CUST00072,2026-05-29 20:43:00,Completed,Online,Home Delivery,Yorkshire & Humber
ORD017900,CUST00260,2025-07-29 20:39:00,Pending,Marketplace,Click & Collect,North East
ORD017901,CUST04541,2025-03-15 22:15:00,Partially Fulfilled,Online,Home Delivery,North West
ORD017902,CUST02574,2026-02-08 14:04:00,Completed,Trade Counter,Home Delivery,North West
ORD017903,CUST03516,2025-07-10 02:27:00,Completed,Online,Courier,Wales
ORD017904,CUST02144,2026-06-10 16:58:00,Completed,Online,Click & Collect,London
ORD017905,CUST04467,2025-09-02 12:30:00,Completed,Marketplace,Click & Collect,Northern Ireland
ORD017906,CUST00142,2025-05-22 18:12:00,Completed,Marketplace,Courier,London
ORD017907,CUST04525,2025-11-25 17:38:00,Completed,Online,Click & Collect,Wales
ORD017908,CUST00332,2025-11-13 15:31:00,Completed,Online,Click & Collect,Northern Ireland
ORD017909,CUST01459,2025-01-09 23:08:00,Completed,Marketplace,Click & Collect,Northern Ireland
ORD017910,CUST00454,2025-04-26 04:47:00,Completed,Trade Counter,Home Delivery,East of England
ORD017911,CUST04103,2026-04-01 01:47:00,Cancelled,Online,Click & Collect,North East
ORD017912,CUST00021,2026-03-19 02:48:00,Partially Fulfilled,Online,Courier,South East
ORD017913,CUST02344,2025-08-04 22:28:00,Completed,Online,Click & Collect,South East
ORD017914,CUST04563,2025-09-25 06:01:00,Completed,Online,Home Delivery,Wales
ORD017915,CUST00912,2025-12-10 08:36:00,Completed,Online,Home Delivery,London
ORD017916,CUST00696,2026-01-06 15:53:00,Partially Fulfilled,Online,Courier,West Midlands
ORD017917,CUST02128,2026-04-05 17:43:00,Completed,Online,Courier,Yorkshire & Humber
ORD017918,CUST00582,2025-12-31 19:01:00,Completed,Marketplace,Home Delivery,London
ORD017919,CUST02205,2025-08-28 10:41:00,Cancelled,Marketplace,Home Delivery,Northern Ireland
ORD017920,CUST04840,2025-04-18 05:44:00,Completed,Trade Counter,Courier,South West
ORD017921,CUST02554,2026-03-29 11:48:00,Completed,Online,Click & Collect,Yorkshire & Humber
ORD017922,CUST01990,2025-11-11 07:33:00,Partially Fulfilled,Online,Home Delivery,South East
ORD017923,CUST00844,2025-07-22 17:00:00,Completed,Marketplace,Courier,North West
ORD017924,CUST03341,2025-10-16 14:59:00,Completed,Marketplace,Click & Collect,South West
ORD017925,CUST00933,2025-04-12 07:54:00,Partially Fulfilled,Trade Counter,Courier,East of England
ORD017926,CUST04787,2026-02-14 17:31:00,Completed,Online,Home Delivery,East Midlands
ORD017927,CUST03592,2026-07-08 10:54:00,Completed,Online,Click & Collect,North East
ORD017928,CUST04247,2026-06-29 08:23:00,Completed,Marketplace,Home Delivery,Northern Ireland
ORD017929,CUST04286,2025-12-15 10:54:00,Completed,Trade Counter,Click & Collect,South West
ORD017930,CUST00455,2026-01-02 18:03:00,Completed,Online,Courier,South West
ORD017931,CUST02319,2026-05-05 12:41:00,Completed,Online,Home Delivery,East of England
ORD017932,CUST03673,2025-06-27 02:39:00,Completed,Online,Click & Collect,South West
ORD017933,CUST03007,2025-01-30 09:19:00,Completed,Trade Counter,Home Delivery,South West
ORD017934,CUST03710,2026-06-22 11:08:00,Partially Fulfilled,Marketplace,Home Delivery,East Midlands
ORD017935,CUST02904,2025-04-29 00:41:00,Completed,Online,Click & Collect,Northern Ireland
ORD017936,CUST02612,2025-07-13 07:39:00,Completed,Online,Home Delivery,North West
ORD017937,CUST02425,2025-11-01 16:43:00,Completed,Online,Click & Collect,Northern Ireland
ORD017938,CUST04008,2025-03-12 11:16:00,Completed,Online,Courier,South East
ORD017939,CUST03595,2026-02-03 16:17:00,Completed,Online,Home Delivery,North East
ORD017940,CUST00950,2025-06-29 16:37:00,Completed,Online,Courier,East Midlands
ORD017941,CUST01923,2025-09-18 14:20:00,Completed,Online,Click & Collect,West Midlands
ORD017942,CUST00848,2026-04-02 05:47:00,Partially Fulfilled,Trade Counter,Courier,West Midlands
ORD017943,CUST02506,2025-07-17 04:58:00,Partially Fulfilled,Marketplace,Home Delivery,Scotland
ORD017944,CUST03777,2026-03-11 14:40:00,Completed,Marketplace,Courier,North West
ORD017945,CUST00411,2026-06-15 13:33:00,Completed,Online,Courier,Wales
ORD017946,CUST00362,2025-10-14 03:01:00,Partially Fulfilled,Marketplace,Courier,South West
ORD017947,CUST00609,2026-01-14 12:21:00,Completed,Online,Home Delivery,Northern Ireland
ORD017948,CUST03607,2025-06-08 03:29:00,Completed,Online,Click & Collect,North East
