return_id,order_id,product_id,return_date,quantity_returned,return_reason,refund_amount,return_status
RET003669,ORD035205,PROD00208,2026-07-22,8,Wrong Item,1365.04,Approved
RET003670,ORD038423,PROD00077,2026-05-02,2,Other,139.54,Approved
RET003671,ORD001723,PROD00262,2025-01-31,1,Changed Mind,73.53,Approved
RET003672,ORD012744,PROD00102,2026-01-06,1,Late Delivery,115.41,Approved
RET003673,ORD038948,PROD00278,2025-08-10,1,Wrong Item,22.05,Pending
RET003674,ORD048745,PROD00229,2025-02-28,2,Other,254.7,Approved
RET003675,ORD019170,PROD00390,2026-01-13,1,Other,139.09,Approved
RET003676,ORD015015,PROD00226,2025-07-24,1,Late Delivery,145.83,Pending
RET003677,ORD035766,PROD00420,2026-07-21,3,Late Delivery,325.53,Approved
RET003678,ORD002884,PROD00420,2025-11-14,1,Changed Mind,108.51,Approved
RET003679,ORD003108,PROD00166,2025-09-21,2,Not as Described,347.18,Approved
RET003680,ORD032893,PROD00333,2025-06-19,5,Other,802.75,Approved
RET003681,ORD012368,PROD00359,2025-06-09,5,Wrong Item,1141.55,Rejected
RET003682,ORD040660,PROD00136,2025-08-16,4,Late Delivery,52.64,Approved
RET003683,ORD032994,PROD00311,2025-10-08,2,Quality Issue,69.42,Approved
RET003684,ORD040637,PROD00200,2026-03-19,7,Wrong Item,569.73,Approved
RET003685,ORD019420,PROD00238,2026-03-04,8,Late Delivery,1239.52,Pending
RET003686,ORD042260,PROD00379,2025-11-08,1,Quality Issue,99.09,Approved
RET003687,ORD018197,PROD00042,2025-06-22,3,Damaged,163.29,Approved
RET003688,ORD011388,PROD00218,2026-03-01,1,Not as Described,183.93,Approved
RET003689,ORD036695,PROD00351,2025-07-15,3,Changed Mind,540.21,Approved
RET003690,ORD028447,PROD00417,2025-07-03,3,Damaged,196.92,Pending
RET003691,ORD000182,PROD00373,2025-11-17,1,Wrong Item,66.6,Approved
RET003692,ORD040204,PROD00195,2025-04-22,4,Not as Described,115.24,Approved
RET003693,ORD037103,PROD00329,2025-07-29,2,Quality Issue,29.62,Rejected
RET003694,ORD036572,PROD00170,2025-02-13,3,Damaged,616.53,Approved
RET003695,ORD032932,PROD00049,2025-11-04,2,Quality Issue,160.12,Approved
RET003696,ORD029111,PROD00071,2026-05-05,5,Wrong Item,647.4,Pending
RET003697,ORD022660,PROD00300,2026-04-26,4,Not as Described,542.44,Approved
RET003698,ORD022332,PROD00054,2025-08-15,1,Quality Issue,225.87,Rejected
RET003699,ORD009472,PROD00014,2026-03-17,4,Not as Described,504.6,Pending
RET003700,ORD016169,PROD00108,2025-08-09,3,Damaged,268.77,Approved
RET003701,ORD002001,PROD00113,2025-09-07,2,Quality Issue,202.38,Approved
RET003702,ORD049463,PROD00377,2025-04-02,6,Wrong Item,265.8,Approved
RET003703,ORD005558,PROD00030,2026-05-24,3,Other,329.16,Approved
RET003704,ORD031557,PROD00436,2025-05-20,1,Other,39.39,Approved
RET003705,ORD037867,PROD00496,2026-04-11,2,Late Delivery,304.5,Approved
RET003706,ORD044700,PROD00157,2026-07-16,1,Other,18.92,Approved
RET003707,ORD007966,PROD00154,2025-11-13,2,Quality Issue,158.76,Approved
RET003708,ORD026960,PROD00012,2025-11-09,4,Damaged,411.68,Approved
RET003709,ORD003028,PROD00051,2026-06-10,1,Changed Mind,56.57,Approved
RET003710,ORD031083,PROD00072,2025-10-15,4,Damaged,127.12,Approved
RET003711,ORD020174,PROD00488,2026-03-04,3,Damaged,487.86,Approved
RET003712,ORD029008,PROD00468,2026-04-28,7,Other,1138.9,Approved
RET003713,ORD021508,PROD00344,2026-01-30,2,Quality Issue,104.54,Approved
RET003714,ORD035045,PROD00384,2025-07-26,1,Not as Described,66.17,Pending
RET003715,ORD018724,PROD00104,2025-12-19,1,Other,177.25,Approved
RET003716,ORD015367,PROD00363,2025-04-17,2,Damaged,55.16,Approved
RET003717,ORD026249,PROD00461,2026-05-21,7,Damaged,304.29,Approved
RET003718,ORD003030,PROD00123,2026-06-15,1,Damaged,14.35,Approved
RET003719,ORD045937,PROD00019,2026-04-07,1,Damaged,87.51,Approved
RET003720,ORD005760,PROD00383,2025-04-29,1,Other,22.35,Approved
RET003721,ORD004662,PROD00247,2025-02-06,1,Changed Mind,129.8,Approved
RET003722,ORD016146,PROD00118,2025-03-18,1,Damaged,67.18,Approved
RET003723,ORD018290,PROD00463,2025-06-02,4,Other,104.4,Approved
RET003724,ORD030960,PROD00410,2025-10-27,5,Late Delivery,717.05,Approved
RET003725,ORD023748,PROD00338,2025-10-14,1,Changed Mind,205.76,Approved
RET003726,ORD019882,PROD00314,2025-02-16,2,Quality Issue,108.94,Rejected
RET003727,ORD022476,PROD00344,2026-01-09,4,Damaged,209.08,Rejected
RET003728,ORD048423,PROD00160,2026-02-06,3,Wrong Item,615.42,Rejected
RET003729,ORD041177,PROD00138,2025-07-22,6,Quality Issue,957.66,Approved
RET003730,ORD036672,PROD00294,2026-02-05,1,Late Delivery,72.62,Approved
RET003731,ORD023112,PROD00065,2025-11-25,1,Not as Described,74.29,Approved
RET003732,ORD022059,PROD00456,2026-03-27,1,Not as Described,170.27,Approved
RET003733,ORD026322,PROD00263,2025-09-21,2,Quality Issue,74.1,Pending
RET003734,ORD007079,PROD00438,2025-06-20,2,Wrong Item,75.4,Pending
RET003735,ORD036496,PROD00208,2026-03-19,2,Wrong Item,341.26,Rejected
RET003736,ORD042863,PROD00236,2026-01-29,1,Damaged,120.44,Approved
RET003737,ORD006385,PROD00013,2025-09-21,6,Changed Mind,261.66,Approved
RET003738,ORD004794,PROD00318,2025-09-30,2,Quality Issue,287.58,Approved
RET003739,ORD027832,PROD00036,2025-06-20,2,Late Delivery,295.18,Approved
RET003740,ORD022824,PROD00494,2025-02-09,3,Not as Described,464.67,Approved
RET003741,ORD028854,PROD00428,2026-02-14,1,Changed Mind,78.36,Approved
RET003742,ORD017278,PROD00326,2025-09-16,3,Late Delivery,502.74,Approved
RET003743,ORD048074,PROD00067,2025-04-11,5,Damaged,739.5,Approved
RET003744,ORD039701,PROD00428,2025-07-19,2,Changed Mind,156.72,Approved
RET003745,ORD024550,PROD00207,2026-07-05,5,Not as Described,125.7,Approved
RET003746,ORD028337,PROD00231,2025-12-21,8,Damaged,233.76,Approved
RET003747,ORD014392,PROD00245,2025-03-20,1,Late Delivery,113.27,Pending
RET003748,ORD006457,PROD00346,2025-11-14,2,Changed Mind,416.3,Approved
RET003749,ORD007037,PROD00136,2026-05-05,3,Wrong Item,39.48,Approved
RET003750,ORD025060,PROD00284,2026-03-23,1,Late Delivery,67.8,Approved
RET003751,ORD040712,PROD00264,2025-03-05,1,Wrong Item,146.79,Approved
RET003752,ORD041843,PROD00470,2025-08-25,5,Quality Issue,665.4,Approved
RET003753,ORD044434,PROD00248,2025-12-02,3,Other,60.78,Approved
RET003754,ORD027939,PROD00177,2025-10-10,3,Damaged,503.49,Approved
RET003755,ORD006603,PROD00344,2026-05-28,1,Wrong Item,52.27,Approved
RET003756,ORD038551,PROD00081,2025-12-24,9,Changed Mind,1150.47,Approved
RET003757,ORD000055,PROD00431,2025-02-25,1,Quality Issue,67.13,Approved
RET003758,ORD008722,PROD00480,2026-01-09,6,Quality Issue,720.78,Approved
RET003759,ORD024714,PROD00157,2025-12-21,2,Damaged,37.84,Approved
RET003760,ORD004112,PROD00476,2025-02-25,2,Other,75.96,Approved
RET003761,ORD029253,PROD00493,2026-04-16,1,Late Delivery,98.73,Rejected
RET003762,ORD004820,PROD00472,2025-05-17,5,Changed Mind,824.45,Approved
RET003763,ORD041399,PROD00372,2025-08-22,1,Late Delivery,93.33,Pending
RET003764,ORD039049,PROD00247,2025-10-14,1,Damaged,129.8,Approved
RET003765,ORD013026,PROD00427,2026-04-24,3,Wrong Item,556.26,Approved
RET003766,ORD035879,PROD00103,2025-03-03,1,Other,43.62,Approved
RET003767,ORD002771,PROD00150,2026-04-05,2,Quality Issue,358.8,Approved
RET003768,ORD041363,PROD00475,2026-02-09,7,Not as Described,190.75,Approved
RET003769,ORD047365,PROD00196,2025-09-27,3,Other,370.5,Approved
RET003770,ORD037175,PROD00374,2025-11-04,2,Damaged,27.04,Approved
RET003771,ORD014700,PROD00313,2025-06-04,1,Not as Described,75.97,Pending
RET003772,ORD005726,PROD00199,2025-04-07,1,Other,82.67,Approved
RET003773,ORD040637,PROD00229,2025-04-25,7,Wrong Item,891.45,Approved
RET003774,ORD015271,PROD00037,2026-06-23,2,Changed Mind,292.7,Approved
RET003775,ORD033025,PROD00499,2025-04-21,10,Not as Described,1106.4,Approved
RET003776,ORD048011,PROD00367,2026-05-05,1,Other,158.05,Approved
RET003777,ORD046831,PROD00456,2026-03-19,6,Late Delivery,1021.62,Approved
RET003778,ORD001418,PROD00085,2025-03-06,7,Late Delivery,991.27,Approved
RET003779,ORD040499,PROD00342,2026-07-06,7,Changed Mind,901.6,Approved
RET003780,ORD036458,PROD00482,2025-08-26,2,Wrong Item,377.58,Approved
RET003781,ORD032598,PROD00239,2025-02-23,8,Wrong Item,323.6,Approved
RET003782,ORD049221,PROD00296,2025-12-11,5,Not as Described,47.85,Approved
RET003783,ORD028131,PROD00368,2025-09-21,2,Wrong Item,19.92,Approved
RET003784,ORD041910,PROD00135,2025-12-05,6,Other,393.24,Approved
RET003785,ORD009601,PROD00352,2025-06-01,2,Changed Mind,158.62,Rejected
RET003786,ORD024342,PROD00401,2025-09-16,4,Damaged,436.24,Approved
RET003787,ORD033140,PROD00400,2026-02-28,3,Other,257.13,Approved
RET003788,ORD048873,PROD00409,2026-01-28,4,Late Delivery,217.48,Approved
RET003789,ORD029512,PROD00343,2025-02-12,3,Other,361.2,Pending
RET003790,ORD032584,PROD00064,2025-05-06,1,Wrong Item,110.43,Approved
RET003791,ORD017930,PROD00363,2026-07-15,1,Damaged,27.58,Approved
RET003792,ORD047454,PROD00448,2025-10-15,3,Wrong Item,117.18,Approved
RET003793,ORD033119,PROD00451,2025-04-13,2,Damaged,220.2,Approved
RET003794,ORD029362,PROD00308,2026-03-05,2,Not as Described,17.22,Approved
RET003795,ORD019868,PROD00301,2025-11-24,2,Quality Issue,96.06,Approved
RET003796,ORD004139,PROD00181,2026-04-10,10,Wrong Item,1184.2,Approved
RET003797,ORD011094,PROD00025,2025-08-18,2,Damaged,280.02,Pending
RET003798,ORD033888,PROD00112,2026-05-08,1,Not as Described,25.43,Approved
RET003799,ORD014983,PROD00450,2026-06-20,1,Quality Issue,72.17,Rejected
RET003800,ORD005122,PROD00160,2025-10-13,9,Other,1846.26,Approved
RET003801,ORD038751,PROD00264,2025-04-28,1,Damaged,146.79,Approved
RET003802,ORD006210,PROD00312,2025-08-24,6,Quality Issue,1146.3,Approved
RET003803,ORD039068,PROD00017,2025-05-16,3,Wrong Item,27.0,Pending
RET003804,ORD027170,PROD00099,2026-03-31,2,Other,37.3,Approved
RET003805,ORD000405,PROD00361,2025-10-30,1,Changed Mind,78.9,Pending
RET003806,ORD009879,PROD00170,2025-09-28,5,Quality Issue,1027.55,Approved
RET003807,ORD039916,PROD00074,2026-02-02,7,Quality Issue,261.45,Approved
RET003808,ORD026036,PROD00162,2026-01-12,3,Not as Described,675.21,Approved
RET003809,ORD030930,PROD00043,2025-07-26,6,Changed Mind,484.5,Approved
RET003810,ORD040010,PROD00476,2026-07-22,7,Damaged,265.86,Approved
RET003811,ORD034373,PROD00433,2025-11-07,10,Quality Issue,1130.8,Approved
RET003812,ORD011574,PROD00319,2026-02-21,6,Not as Described,191.16,Approved
RET003813,ORD020384,PROD00312,2025-05-19,1,Late Delivery,191.05,Approved
RET003814,ORD032080,PROD00215,2025-11-06,2,Other,104.58,Approved
RET003815,ORD016347,PROD00346,2025-02-20,3,Other,624.45,Pending
RET003816,ORD032954,PROD00282,2025-03-12,1,Not as Described,22.12,Approved
RET003817,ORD016872,PROD00281,2025-07-03,3,Changed Mind,64.41,Approved
RET003818,ORD008773,PROD00130,2026-03-31,7,Not as Described,553.77,Approved
RET003819,ORD032243,PROD00190,2025-08-10,2,Changed Mind,149.38,Pending
RET003820,ORD042072,PROD00495,2026-06-13,2,Late Delivery,141.42,Approved
RET003821,ORD020209,PROD00314,2026-01-22,1,Quality Issue,54.47,Pending
RET003822,ORD046736,PROD00315,2025-08-25,3,Wrong Item,401.58,Approved
RET003823,ORD009971,PROD00049,2026-05-27,2,Not as Described,160.12,Approved
RET003824,ORD029248,PROD00325,2025-10-31,1,Wrong Item,70.7,Approved
RET003825,ORD003646,PROD00106,2025-03-16,9,Not as Described,419.04,Approved
RET003826,ORD004328,PROD00162,2025-04-09,1,Quality Issue,225.07,Approved
RET003827,ORD020932,PROD00261,2025-05-20,1,Other,140.75,Pending
RET003828,ORD037748,PROD00465,2025-03-11,9,Late Delivery,1313.91,Approved
RET003829,ORD011439,PROD00006,2025-05-21,3,Not as Described,304.08,Approved
RET003830,ORD025667,PROD00056,2025-06-24,1,Damaged,72.69,Approved
RET003831,ORD031185,PROD00405,2026-03-11,1,Not as Described,78.04,Approved
RET003832,ORD019145,PROD00239,2026-01-29,1,Wrong Item,40.45,Approved
RET003833,ORD025100,PROD00159,2026-01-15,2,Other,82.2,Approved
RET003834,ORD029129,PROD00011,2025-07-24,4,Quality Issue,586.76,Approved
RET003835,ORD017044,PROD00021,2025-11-06,1,Late Delivery,43.93,Approved
RET003836,ORD034963,PROD00045,2026-06-25,3,Quality Issue,655.65,Approved
RET003837,ORD035101,PROD00102,2025-10-26,2,Changed Mind,230.82,Approved
RET003838,ORD019822,PROD00455,2025-12-05,1,Not as Described,128.63,Pending
RET003839,ORD044805,PROD00255,2026-05-28,1,Quality Issue,74.88,Approved
RET003840,ORD001977,PROD00377,2025-04-28,1,Other,44.3,Approved
RET003841,ORD025427,PROD00488,2025-12-28,2,Quality Issue,325.24,Approved
RET003842,ORD012762,PROD00051,2026-07-19,1,Changed Mind,56.57,Pending
RET003843,ORD046664,PROD00305,2026-05-03,3,Damaged,63.48,Approved
RET003844,ORD026939,PROD00139,2025-09-16,3,Late Delivery,117.3,Approved
RET003845,ORD035846,PROD00260,2025-07-09,1,Not as Described,231.06,Approved
RET003846,ORD023983,PROD00329,2025-09-17,7,Not as Described,103.67,Approved
RET003847,ORD028583,PROD00409,2025-11-15,2,Changed Mind,108.74,Approved
RET003848,ORD017014,PROD00394,2025-06-21,3,Changed Mind,426.54,Approved
RET003849,ORD048494,PROD00287,2025-04-20,3,Damaged,528.48,Approved
RET003850,ORD034286,PROD00186,2025-10-27,1,Other,157.64,Approved
RET003851,ORD000963,PROD00419,2026-05-27,2,Not as Described,250.04,Approved
RET003852,ORD024926,PROD00199,2025-04-06,1,Not as Described,82.67,Approved
RET003853,ORD015021,PROD00106,2025-04-12,1,Other,46.56,Approved
RET003854,ORD035459,PROD00388,2026-02-28,3,Wrong Item,137.49,Approved
RET003855,ORD042167,PROD00462,2025-05-24,2,Changed Mind,341.7,Approved
RET003856,ORD007994,PROD00008,2025-07-29,9,Damaged,894.87,Rejected
RET003857,ORD035915,PROD00470,2025-09-10,1,Wrong Item,133.08,Approved
RET003858,ORD048801,PROD00215,2025-12-19,10,Damaged,522.9,Approved
RET003859,ORD021991,PROD00443,2025-04-17,4,Wrong Item,482.6,Approved
RET003860,ORD032346,PROD00249,2025-12-21,3,Damaged,571.05,Approved
RET003861,ORD032610,PROD00489,2025-05-04,1,Changed Mind,33.45,Approved
RET003862,ORD032477,PROD00105,2025-09-21,3,Quality Issue,300.12,Approved
RET003863,ORD042115,PROD00058,2026-05-24,2,Other,116.36,Pending
RET003864,ORD048171,PROD00420,2025-07-11,1,Wrong Item,108.51,Approved
RET003865,ORD002395,PROD00479,2025-05-07,2,Not as Described,139.3,Pending
RET003866,ORD030773,PROD00068,2025-06-21,6,Changed Mind,255.36,Approved
RET003867,ORD027582,PROD00180,2025-04-22,1,Other,83.61,Approved
RET003868,ORD040573,PROD00384,2026-01-27,3,Late Delivery,198.51,Approved
RET003869,ORD013207,PROD00406,2025-04-16,2,Not as Described,118.38,Approved
RET003870,ORD029738,PROD00292,2026-03-27,3,Damaged,98.82,Approved
RET003871,ORD027420,PROD00245,2025-06-08,4,Changed Mind,453.08,Pending
RET003872,ORD003755,PROD00049,2025-04-11,2,Not as Described,160.12,Approved
RET003873,ORD003871,PROD00464,2026-05-31,4,Not as Described,448.16,Approved
RET003874,ORD006906,PROD00467,2026-02-28,4,Quality Issue,178.92,Approved
RET003875,ORD021839,PROD00428,2026-01-21,3,Other,235.08,Approved
RET003876,ORD046633,PROD00289,2026-02-01,2,Damaged,31.0,Approved
RET003877,ORD024056,PROD00080,2025-02-14,1,Quality Issue,63.34,Approved
RET003878,ORD035750,PROD00031,2026-06-30,2,Damaged,53.44,Approved
RET003879,ORD028546,PROD00212,2026-07-14,5,Quality Issue,189.9,Approved
RET003880,ORD034037,PROD00451,2026-07-14,5,Damaged,550.5,Approved
RET003881,ORD031434,PROD00149,2025-04-08,2,Changed Mind,449.66,Approved
RET003882,ORD010430,PROD00260,2026-03-23,5,Other,1155.3,Approved
RET003883,ORD005060,PROD00397,2025-04-24,4,Late Delivery,320.76,Approved
RET003884,ORD038766,PROD00298,2025-10-25,1,Not as Described,161.23,Approved
RET003885,ORD011176,PROD00246,2026-01-29,3,Damaged,247.17,Approved
RET003886,ORD044986,PROD00430,2025-09-22,4,Quality Issue,460.84,Approved
RET003887,ORD034988,PROD00334,2026-04-15,1,Not as Described,148.88,Pending
RET003888,ORD047770,PROD00370,2025-10-15,4,Quality Issue,69.36,Approved
RET003889,ORD032385,PROD00307,2026-04-17,4,Late Delivery,895.64,Approved
RET003890,ORD040761,PROD00210,2026-07-12,4,Late Delivery,70.8,Approved
RET003891,ORD031644,PROD00411,2025-04-12,1,Late Delivery,151.02,Approved
RET003892,ORD004900,PROD00335,2025-09-16,2,Wrong Item,373.18,Approved
RET003893,ORD016737,PROD00446,2025-03-21,1,Damaged,78.63,Approved
RET003894,ORD039444,PROD00158,2025-03-21,4,Quality Issue,495.68,Pending
RET003895,ORD044386,PROD00283,2026-04-04,6,Late Delivery,504.3,Approved
RET003896,ORD002610,PROD00297,2025-07-26,4,Not as Described,268.2,Approved
RET003897,ORD016066,PROD00395,2025-09-23,1,Not as Described,81.55,Approved
RET003898,ORD032330,PROD00357,2026-05-29,4,Changed Mind,596.0,Approved
RET003899,ORD003634,PROD00295,2026-02-11,4,Changed Mind,516.84,Approved
RET003900,ORD046213,PROD00052,2026-02-08,1,Quality Issue,49.27,Approved
RET003901,ORD025408,PROD00380,2025-05-14,1,Late Delivery,57.26,Approved
RET003902,ORD040623,PROD00078,2026-06-09,1,Damaged,25.1,Approved
RET003903,ORD008275,PROD00406,2025-02-24,8,Wrong Item,473.52,Approved
RET003904,ORD016420,PROD00249,2026-07-20,4,Damaged,761.4,Approved
RET003905,ORD029611,PROD00305,2026-07-12,5,Not as Described,105.8,Approved
RET003906,ORD000152,PROD00465,2025-09-03,7,Not as Described,1021.93,Approved
RET003907,ORD021231,PROD00475,2025-03-11,1,Other,27.25,Approved
RET003908,ORD043567,PROD00203,2025-08-16,2,Late Delivery,141.66,Approved
RET003909,ORD015516,PROD00121,2025-12-15,1,Damaged,127.34,Approved
RET003910,ORD005051,PROD00162,2025-02-07,5,Late Delivery,1125.35,Approved
RET003911,ORD044359,PROD00183,2026-01-06,7,Not as Described,800.73,Approved
RET003912,ORD031475,PROD00236,2025-10-25,1,Not as Described,120.44,Approved
RET003913,ORD013931,PROD00199,2026-06-23,8,Not as Described,661.36,Approved
RET003914,ORD030466,PROD00006,2025-03-10,2,Damaged,202.72,Pending
RET003915,ORD024489,PROD00228,2026-03-04,2,Late Delivery,50.54,Pending
RET003916,ORD024373,PROD00156,2025-12-11,3,Wrong Item,528.57,Approved
RET003917,ORD028665,PROD00281,2025-08-05,1,Damaged,21.47,Approved
RET003918,ORD040336,PROD00169,2025-10-13,3,Other,543.48,Approved
RET003919,ORD048179,PROD00451,2026-05-17,1,Changed Mind,110.1,Approved
RET003920,ORD009982,PROD00126,2025-07-04,2,Damaged,337.62,Approved
RET003921,ORD008549,PROD00049,2026-06-01,1,Damaged,80.06,Pending
RET003922,ORD038491,PROD00035,2026-03-17,4,Late Delivery,206.04,Rejected
RET003923,ORD006933,PROD00108,2025-10-12,1,Quality Issue,89.59,Approved
RET003924,ORD030333,PROD00241,2026-03-22,1,Damaged,135.0,Approved
RET003925,ORD043689,PROD00145,2025-02-07,4,Late Delivery,316.16,Approved
RET003926,ORD024601,PROD00153,2025-08-16,2,Quality Issue,216.08,Approved
RET003927,ORD001217,PROD00155,2025-03-24,1,Quality Issue,4.57,Approved
RET003928,ORD017030,PROD00393,2026-04-20,3,Wrong Item,326.97,Approved
RET003929,ORD032056,PROD00085,2025-11-09,8,Late Delivery,1132.88,Rejected
RET003930,ORD000926,PROD00284,2025-06-12,5,Late Delivery,339.0,Approved
RET003931,ORD017098,PROD00460,2025-09-24,4,Other,629.36,Approved
RET003932,ORD012317,PROD00401,2026-03-07,10,Damaged,1090.6,Approved
RET003933,ORD035420,PROD00381,2026-01-18,1,Late Delivery,69.83,Approved
RET003934,ORD047551,PROD00456,2025-05-28,5,Late Delivery,851.35,Approved
RET003935,ORD002728,PROD00183,2026-07-08,1,Quality Issue,114.39,Approved
RET003936,ORD010352,PROD00120,2025-05-18,4,Other,749.04,Approved
RET003937,ORD008203,PROD00040,2025-11-23,2,Other,307.9,Pending
RET003938,ORD040837,PROD00110,2025-03-31,1,Other,69.75,Approved
RET003939,ORD033080,PROD00230,2025-04-27,1,Wrong Item,44.83,Approved
RET003940,ORD028864,PROD00384,2026-03-09,3,Other,198.51,Approved
RET003941,ORD009120,PROD00304,2025-04-05,3,Other,19.8,Approved
RET003942,ORD016499,PROD00115,2026-03-05,8,Late Delivery,1460.16,Approved
RET003943,ORD012748,PROD00282,2025-04-16,1,Quality Issue,22.12,Approved
RET003944,ORD041170,PROD00407,2026-07-03,1,Changed Mind,13.67,Approved
RET003945,ORD010540,PROD00021,2025-11-01,5,Wrong Item,219.65,Approved
RET003946,ORD013856,PROD00314,2025-08-15,4,Damaged,217.88,Pending
RET003947,ORD029765,PROD00285,2025-11-07,2,Changed Mind,320.96,Approved
RET003948,ORD015337,PROD00329,2025-07-11,1,Not as Described,14.81,Approved
RET003949,ORD004001,PROD00443,2025-03-16,6,Damaged,723.9,Approved
RET003950,ORD036316,PROD00369,2026-03-30,2,Wrong Item,228.12,Approved
RET003951,ORD044474,PROD00207,2025-10-14,2,Damaged,50.28,Approved
RET003952,ORD010599,PROD00454,2026-04-24,4,Damaged,492.36,Approved
RET003953,ORD016924,PROD00417,2025-06-13,4,Changed Mind,262.56,Approved
RET003954,ORD021127,PROD00478,2025-08-11,3,Late Delivery,144.33,Approved
RET003955,ORD005384,PROD00449,2025-08-07,3,Damaged,490.05,Approved
RET003956,ORD023666,PROD00067,2025-09-13,2,Other,295.8,Approved
RET003957,ORD042770,PROD00240,2025-10-31,6,Damaged,99.12,Approved
RET003958,ORD022627,PROD00222,2026-03-10,8,Late Delivery,436.0,Approved
RET003959,ORD000172,PROD00324,2025-12-31,3,Wrong Item,686.4,Approved
RET003960,ORD004756,PROD00352,2025-03-13,2,Late Delivery,158.62,Rejected
RET003961,ORD017747,PROD00428,2025-04-27,1,Damaged,78.36,Rejected
RET003962,ORD030410,PROD00392,2025-11-17,4,Damaged,343.64,Approved
RET003963,ORD020841,PROD00327,2025-09-26,3,Wrong Item,508.17,Approved
RET003964,ORD003495,PROD00056,2025-10-06,3,Other,218.07,Approved
RET003965,ORD018720,PROD00491,2025-06-16,1,Late Delivery,77.63,Approved
RET003966,ORD009534,PROD00113,2026-02-14,5,Not as Described,505.95,Approved
RET003967,ORD016192,PROD00160,2026-02-21,3,Damaged,615.42,Approved
RET003968,ORD013318,PROD00002,2026-06-06,1,Not as Described,178.14,Approved
RET003969,ORD010232,PROD00202,2026-03-08,1,Quality Issue,20.81,Approved
RET003970,ORD029753,PROD00143,2026-01-08,1,Late Delivery,84.1,Approved
RET003971,ORD044309,PROD00296,2025-10-19,1,Changed Mind,9.57,Approved
RET003972,ORD028198,PROD00448,2026-07-01,1,Other,39.06,Approved
RET003973,ORD036813,PROD00108,2025-12-07,1,Changed Mind,89.59,Rejected
RET003974,ORD013818,PROD00262,2026-02-04,3,Wrong Item,220.59,Approved
RET003975,ORD018886,PROD00312,2025-07-27,2,Quality Issue,382.1,Approved
RET003976,ORD049086,PROD00496,2026-05-23,3,Quality Issue,456.75,Approved
RET003977,ORD005376,PROD00180,2026-04-03,1,Changed Mind,83.61,Approved
RET003978,ORD033642,PROD00434,2025-07-20,1,Wrong Item,148.0,Approved
RET003979,ORD049541,PROD00293,2026-06-14,4,Wrong Item,100.64,Approved
RET003980,ORD018394,PROD00079,2026-06-16,3,Not as Described,140.31,Approved
RET003981,ORD033012,PROD00366,2025-09-27,5,Changed Mind,429.25,Approved
RET003982,ORD011956,PROD00500,2025-02-05,2,Late Delivery,18.32,Approved
RET003983,ORD033748,PROD00152,2026-06-18,1,Damaged,63.68,Rejected
RET003984,ORD039437,PROD00385,2025-07-31,2,Wrong Item,211.74,Approved
RET003985,ORD018678,PROD00397,2025-07-23,2,Wrong Item,160.38,Approved
RET003986,ORD048244,PROD00308,2025-04-29,4,Wrong Item,34.44,Approved
RET003987,ORD033733,PROD00184,2025-09-09,2,Wrong Item,278.82,Approved
RET003988,ORD001463,PROD00486,2025-03-25,2,Quality Issue,253.38,Approved
RET003989,ORD011957,PROD00189,2025-03-19,1,Changed Mind,12.85,Approved
RET003990,ORD038850,PROD00258,2025-12-01,6,Not as Described,336.18,Pending
RET003991,ORD019757,PROD00365,2025-02-25,3,Changed Mind,120.48,Approved
RET003992,ORD036279,PROD00353,2025-09-24,7,Changed Mind,1035.93,Approved
RET003993,ORD035782,PROD00138,2026-07-05,1,Quality Issue,159.61,Approved
RET003994,ORD005748,PROD00196,2025-06-08,2,Not as Described,247.0,Approved
RET003995,ORD005515,PROD00334,2025-04-14,2,Wrong Item,297.76,Approved
RET003996,ORD047064,PROD00360,2025-04-12,6,Damaged,672.3,Approved
RET003997,ORD002481,PROD00322,2025-04-05,2,Late Delivery,272.64,Approved
RET003998,ORD007872,PROD00352,2025-07-18,2,Wrong Item,158.62,Approved
RET003999,ORD005819,PROD00121,2026-03-03,5,Quality Issue,636.7,Rejected
RET004000,ORD021518,PROD00259,2025-05-15,2,Not as Described,342.64,Approved
RET004001,ORD032745,PROD00365,2026-05-30,1,Quality Issue,40.16,Rejected
RET004002,ORD048836,PROD00204,2026-07-24,8,Wrong Item,1219.2,Approved
RET004003,ORD049837,PROD00355,2026-02-09,4,Late Delivery,358.96,Approved
RET004004,ORD023655,PROD00190,2025-06-07,10,Changed Mind,746.9,Approved
RET004005,ORD025993,PROD00112,2025-07-08,2,Changed Mind,50.86,Approved
RET004006,ORD014567,PROD00248,2025-11-15,2,Damaged,40.52,Approved
RET004007,ORD015928,PROD00321,2026-01-12,1,Quality Issue,68.71,Approved
RET004008,ORD039559,PROD00155,2025-12-17,1,Quality Issue,4.57,Pending
RET004009,ORD009023,PROD00061,2026-04-02,2,Not as Described,383.04,Approved
RET004010,ORD020479,PROD00098,2025-07-17,7,Changed Mind,590.73,Approved
RET004011,ORD049375,PROD00148,2026-06-08,2,Changed Mind,126.04,Pending
RET004012,ORD007791,PROD00034,2026-01-14,1,Late Delivery,6.31,Approved
RET004013,ORD006050,PROD00265,2025-09-17,8,Other,1661.28,Approved
RET004014,ORD019465,PROD00464,2026-02-26,1,Changed Mind,112.04,Approved
RET004015,ORD026276,PROD00102,2025-12-06,8,Other,923.28,Approved
RET004016,ORD049864,PROD00426,2026-05-23,2,Quality Issue,226.52,Approved
